	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXN2	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Cytokine-cytokine_receptor_interaction	0.00163333306939	1	0.00675946353814	1	0.000421698634161	0.00971547347995	1	1	1	4.20809465496e-07	1	1	1	1	0.0725301223357	1	1	1	1	1	0.00374667037222	1	1	1	0.00218705462019	1	1.82255357806e-06	1	1	0.0279938254572	1	1	1	0.0314856432893	1	1	1	0.0921734230826	1	1	2.23877345662e-06	1.00717582407e-05	0.000168879968437	1	0.0362159631665	0.0457881466491	0.000256612454369	0.0270261116192	0.0333603442441	0.000163817060895	0.00371518032455	0.0247822709789	0.0804382697422	1	0.0271971220317	1	1	0.00250696832811	0.00381913280854	1	0.000510510829597	0.00190440768196	1	0.0519247624203	1	0.0841936911676	1	0.0186867187196	0.0304279276392	0.00040205290141	1	0.00260513634467	0.00021981932767	5.77211563754e-05	7.54440829805e-05	1.6824287119e-07	0.00110264126411	1	5.76489056492e-09	0.000608025384516	0.0011321861631	0.000504042253933	0.0183255892458	0.0525420712168	1	1	1	0.0280826746973	1.71986521983e-05	0.00791933050333	0.00290799716465	1	0.000488827540416	0.0537438249988	0.012223188715	0.00560819549784	1	0.00212398397787	0.0104782443451	0.00982764547304	1	6.5653442787e-05	1	1	0.001617863444	1	0.0519247624203	1	1	1	0.00255011325476	0.0728400202872	1	0.000424466691534	1	1	1	0.0864296104836	1	0.000644060482401	0.0153438639721	1	1	1	0.00139326128516	1
Cytosolic_DNA-sensing_pathway	1	1	0.00727087899137	1	1	1	1	1	1	0.0174670385781	1	1	1	1	1	1	1	1	1	1	0.00583682216462	1	1	1	1	1	2.95536444778e-05	1	1	0.0175478822414	1	1	1	1	1	1	0.051900647064	0.0604896122123	1	1	0.0577626404106	1	0.00168932405105	1	1	0.0135731765527	0.000733792452607	0.016292953248	0.00356571503316	1	1	1	0.016292953248	1	0.0308101876444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0372472312913	1	1	0.0112683504265	1	0.00142383722764	0.000252618816693	0.0876279799938	1	0.0535380616125	0.000358385323754	0.00540072645681	0.00960358620108	0.013132371318	0.0167123105894	1	1	1	1	1	0.000194766449675	0.00047608287257	0.00338700447532	0.00101098881112	0.0250456283129	0.00341112209078	1	1	0.0923960714943	1	1	1	1	1	1	0.00338700447532	1	1	1	1	0.00676348264947	1	1	1	0.0691642920396	1	1	0.0221239917939	1	1	0.0472367038724	0.0229201658938	1	1	1	1	1
Dilated_cardiomyopathy	1	1	0.0199541884796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00493937072802	1	1	1	1	1	1	1	1	1	1	1	0.00052565904809	1	1	1	1	1	1	0.0612369216931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0214291873646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0335472833306	1	1	1	1	1	1	1	1	1	1	1	0.0595283350269	1	1	1	1	1	1	0.0595283350269	1	1	1	1	1	1	1	1	1	0.0116792927187	1	1	1	1	1	0.000116585181827	1	1	1	1	1	1	1
Dorso-ventral_axis_formation	0.0108192342428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Drug_metabolism_-_cytochrome_P450	1	0.0277150568189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Drug_metabolism_-_other_enzymes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0506452993294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ECM-receptor_interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0148925763218	1	1
Endocrine_and_other_factor-regulated_calcium_reabsorption	1	1	0.0396306594533	1	1	1	1	1	1	1	1	0.0809230931608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0619641604444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0475311492068	1	1	1	1	1	1	1	1	1	1	1	0.0889748218898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0433393421889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0686991812812	0.0364795548039	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1	1	1	1	1	1	1	1	1	0.0813120588145	1	1	1	1	1	1	1	1	1	1	0.0436203324811	1	1	1	1	1	0.0695582828357	1	1	0.0938160489087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400686149907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0590218856246	1	1	1	1	1	1	1	1	0.0825064248463	1	0.019353901958	1	1	1	1	1	1	1	1	0.0946939188053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ether_lipid_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0857800043285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0142739899883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fat_digestion_and_absorption	1	1	1	1	1	1	0.0442460485332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0600753567699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_acid_metabolism	1	1	1	0.0516801861119	1	1	0.0408128760406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0561509793718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fc_gamma_R-mediated_phagocytosis	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000419214215837	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400036616977	1	0.0672519235217	1	0.0631723961589	1	0.09381604891	1	1	0.0400036616977	1	1	1	0.0257049491501	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0205343133427	0.0610738428301	1	0.0261015085784	1	1	0.0528121360939	1	1	1	1	1	1	1	1	0.0364275977653	1	1	1	0.0259823337503	1	0.022430132027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09912319306	1	0.0714658869204	1	1	0.0242390847528	1	1	1	1	1	1	0.0757046507629	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0140125689092	1	1	1	1	1
Focal_adhesion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0422782828429	1	1	1	1	1	1	1	1	0.0982789050865	1	1	0.0523298919442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0576358751201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0523298919442	1	1	1	1	1	0.0218567787893	1	1	1	1	1	1	1
Folate_biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0937736663302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fructose_and_mannose_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0857800043285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gap_junction	1	1	1	1	1	1	1	1	1	1	0.020983794732	1	1	1	1	1	1	0.0646024058343	1	1	1	1	0.000350354891945	1	0.0986349409902	1	1	1	1	1	1	0.013055670827	1	1	1	1	1	1	1	0.00148511547446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0237480340567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0068014819285	1	1	1	1	1	0.0479697956566	1	0.0252516691915	1	0.000508660096197	1	1	1	1	1	1	1	1	1	1	1	1	0.00763118571744
Gastric_acid_secretion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0749926857882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0861296556358	1	1	1	1	0.0757526444303	1	1	1	1	1	1	1	1	1	1	1	0.0210419575277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glioma	1	1	1	1	1	0.0466388670272	1	1	1	1	1	1	1	1	1	0.00175884180159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0375440316604	1	1	1	1	1	0.0236589404918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307334996883	1	1	1	1	1	1	1	0.088183433321	1	1	1	1	0.0089069323183	1	1	1	1	0.0482001214739	1	1	1	1	0.0617010624689	1	1	1	1	1	1	0.0164696113703	1	0.0115333718733	1	1	1	1	1	1	1	1	0.026287049226	1	1	1	1	0.0283132296192	1	0.00741418078205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glutamatergic_synapse	1	1	0.0462759163187	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glutathione_metabolism	1	0.00954825321195	1	1	0.0146302075541	1	1	1	1	1	1	0.0809230931608	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00426870581251	0.0773422407622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0671565785284	0.047808353593	1	0.0619641604444	1	1	1	1	1	1	0.0106823079168	1	1	0.00161906334696	1	1	1	1	1	1	1	1	0.0130063646249	1	1	1	0.0621635333487	0.074843042495	0.0372347824281	0.0581373931254	1	0.0254843177109	1	0.0121517543076	0.0475311492068	1	1	1	1	1	0.00425150847842	1	1	1	1	0.0371563273753	1	1	1	1	1	1	1	0.00357625031671	0.0889748218898	1	1	0.0286454387217	1	1	1	0.0100513079432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycerolipid_metabolism	1	1	1	1	1	0.0229014224857	1	1	1	1	0.00750286748452	1	1	0.0484435251935	1	1	1	1	1	1	1	0.0268129165531	1	1	1	1	0.0917222577833	1	1	1	1	0.00893887242773	1	1	1	1	1	1	1	0.0130539797675	0.0816799640429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0202621778838	1	1	1	1	0.037153815022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.069922014365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0172809632147	1	1	1	1	1	1	1	1	1	1	1	0.0822436827835	1	1	1	1	1	1	1	1	1	1	1	0.0929331851887	1	1	1	1	1
Glycine,_serine_and_threonine_metabolism	1	1	1	1	0.0444206708346	1	1	1	1	1	1	1	1	1	0.00085487053053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0939703752533	1	1	1	1	1	1	0.0699006799347	1	1	1	1	1	1	1	1	0.082455329797	1	1	1	1	0.00270695646499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032313543854	1	1	1	1	1	1	1	1	1	0.0355949047152	1	1	1	1	0.00909007752345	0.0444206708346	0.00388775001953	1	1	1	1	0.0973437037911	1	1	1	0.0113807527194	1	1	1	1	1	1	1	0.00178615080112	1	1	1	1	1	1	1	0.000182958410969	1	1	1	1	1	1	1	0.00677800090715	1	1	1
Glycolysis_/_Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0582509308636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycosphingolipid_biosynthesis_-_ganglio_series	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0560683301241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glyoxylate_and_dicarboxylate_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0322051350073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0395300164386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0496818796003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0673195893417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GnRH_signaling_pathway	1	1	1	1	0.0903310174589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0519354212682	1	1	1	0.0282337921397	1	1	1	1	1	1	0.0374732679729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Graft-versus-host_disease	1	1	1	0.0495896582084	1	2.31486314162e-06	1	0.0794071736563	1	0.0876090974334	1	1	1	1	1	1	1	1	1	1	1	0.0187649812538	1	1	1	1	8.80029202843e-08	1	1	5.75508775243e-05	1	1	1	1	1	1	1	0.0311746160894	1	0.0629007419783	0.0115240562068	0.00894292272006	1	1	0.00105489591277	0.00041447277957	0.020415218995	0.00596571283413	0.0343786892395	1	1	1	1	1	6.4378070338e-06	1	1	1	1	1	1.98202842805e-07	0.0342733458773	1	1	1	1	1	0.0120218351267	1	4.002364666e-05	1	1	0.000313095007065	4.48839301215e-06	0.0015742106004	0.00127904044586	1	1	0.00284598819514	0.0341877737514	3.36303562776e-09	1	0.0740629568041	1	0.00588990340442	1.32360830407e-07	1	1	1	0.054820551469	1	0.00333171624672	0.0243565689961	0.000902845833343	1	1	1	1	1	1	1	1	1	1	0.000486413084454	1	0.00419066409876	1	1	0.00330016505702	1	1	1	1	1	1	1	1	1	0.0183743930694	1	1	1	1	1	1
Hematopoietic_cell_lineage	0.00259629567359	0.0445243790769	1	1	0.0653814119776	0.00232456958102	1	1	1	0.00132157051079	1	1	1	1	0.0961445447342	1	1	0.0628745618829	1	1	0.000536812373628	0.0694445944149	1	1	1	1	1.94368976469e-08	1	1	7.75101569037e-05	0.00215640322397	1	1	0.0176295992758	1	1	0.00671195592503	0.0188040602066	1	0.0510434310565	0.00012790260564	0.00178647271892	1	1	0.000732620169066	0.0424108246087	0.0204745838909	1	1	1	0.0802014722457	1	1	1	1	1	1	0.0194325462841	1	0.0205424142903	2.244789858e-06	1	1	1	1	1	1	0.0458268762219	1	8.82718619089e-06	1	1	0.0436083154403	0.00138870454045	0.00183271637319	0.00158023860191	1	1	2.90093165596e-05	1	4.52121340366e-10	0.0245203886219	1	1	1	0.0290782410077	0.00746564710918	1	0.0653814119776	0.0742629197455	0.0499516439434	0.0582491251168	0.00186780973207	0.00192618135687	1	1	0.0458268762219	0.066178193835	1	1	1	0.0604139105816	1	1	0.0582491251168	1	1	1	1	0.0132933872387	1	1	1	1	1	1	1	1	1	0.00571265657004	1	1	1	1	0.0188040602066	1
Hepatitis_C	1	1	1	1	1	1	1	1	1	1	1	0.0225948833942	1	1	1	1	1	1	1	0.0351464221219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0212152157263	1	1	1	0.00151643461883	1	1	0.000178318612047	0.000464163983088	0.00105704865391	7.88346572257e-05	1	0.00358766951204	1	1	1	1	1	1	1	1	1	1	1	1	0.0853423342962	1	1	1	1	1	1	1	1	0.000752835921296	1	1	0.0868593824225	1	1	1	0.0161089583529	1	1	0.00101204586649	1	1	1	1	1	1	0.00191805009716	0.00024852744931	0.0431708429866	0.0242353930743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0684531777541	1	1	0.0910199873906	1	1	1	1	1	1	1	1	1
Histidine_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00940443786195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Huntington's_disease	1	1	1	1	1	1	1	0.0483472406675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0734452088117	1	1	1	1	0.0429199499776	1	1	1	1	1	0.0504426715703	1	1	1	1	1	1	1	1	1	1	1	1	0.0147984362584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hypertrophic_cardiomyopathy_(HCM)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00393265632295	1	1	1	1	1	1	1	1	1	1	1	0.000414088097199	1	1	1	1	1	1	0.0502807175372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0288889191828	1	1	1	1	1	1	1	1	1	1	1	0.0515372164656	1	1	1	1	1	1	0.0515372164656	1	1	1	1	1	1	1	1	1	0.00999503069252	1	1	1	1	1	9.15108874702e-05	1	1	1	1	1	1	1
Insulin_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0113067241923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0672342619632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0664768112073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Intestinal_immune_network_for_IgA_production	1	1	1	1	0.0876279799957	4.67807422533e-05	0.0460018587278	0.0924992584369	1	1	1	1	1	1	0.00262894249169	1	1	1	1	1	1	0.0221927613437	1	1	0.0650541744635	1	1.78800691278e-05	1	1	9.62202176845e-05	1	1	1	1	1	1	1	0.0367234241293	1	0.0735213132192	0.0174992612258	0.0804759640572	0.0099955498495	1	0.00136847418185	5.16100562442e-06	0.00554301644226	0.000683723946587	0.00102910399582	1	1	1	1	1	0.000152406469871	1	1	1	1	1	4.48974658607e-06	0.00385913200996	1	0.0499311289234	0.0421946967992	1	1	1	1	1.26847957591e-05	1	1	0.000513240586726	0.000504304838842	0.0142148037093	0.00232235747684	0.0539778290068	1	0.0222166203577	0.0452697611558	1.31039554097e-07	1	0.0912413840447	1	0.00700632950864	2.09368458681e-07	1	0.00365334083628	1	0.0197697329822	0.0216832361735	1	1	0.0119570310352	1	1	1	1	1	1	1	1	1	1	0.0250046016048	1	1	1	1	1	1	1	1	0.000293771473389	1	1	1	1	1	0.0232617790568	1	1	1	1	1	1
Jak-STAT_signaling_pathway	0.0839373556752	1	0.0175381157674	1	1	1	1	1	1	0.0372417593419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0320088843971	1	1	0.00511045997149	1	1	1	1	1	0.0737475651728	1	1	1	0.0372417593419	1	0.0454669476827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0225889891523	1	1	1	1	1	0.0549188779401	1	1	0.00944928883952	0.0353614023147	1	1	1	1	1	1	1	1	0.0817735349139	1	1	0.0783322646899	1	0.0743832120901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226374975804	1	1	1	1	1	0.0531789530668	1	1	1	1	1	1
Leishmaniasis	1	0.0267431524638	0.0785644563103	1	1	2.22970612418e-07	1	1	1	0.0311387504189	1	0.0619911335975	1	0.00136076594923	0.0680556587734	1	1	1	1	1	0.0521238264146	0.000391478448691	1	1	0.0134908614089	1	7.85498976974e-09	0.016318848366	1	1.48214873708e-08	1	1	1	1	1	1	0.0744131584225	0.0785644563103	1	0.000566050220497	1.43626793455e-05	0.00568992204798	1	1	1.90085649139e-05	0.00428846028477	1	0.0241883964732	1	0.0715032378955	0.0104943092943	0.075006785752	1	1	6.94091949471e-08	0.00335025020347	1	0.00865825304731	0.0173610622174	1	1.73241536672e-07	0.00136076594923	1	1	0.0135032820235	1	1	0.00262534229926	1	7.28780127912e-07	1	1	0.000943581288583	1.99802321577e-07	1.45298389875e-07	1.23892813791e-05	1	1	0.001232913676	0.000993930477106	5.5825062254e-06	0.0933006830357	0.0813992144554	1	0.0159229423515	1.82303598195e-06	1	1	0.0399534747649	0.0100188412335	0.0813992144554	0.0280186596315	8.70568882563e-05	0.000779190165943	0.0306350246337	1	1	0.00146574109352	0.0517244808078	1	1	1	1	1	4.57223174497e-05	1	1	1	1	0.00903878373556	0.0144161391084	1	1	0.0895442761709	1	0.00215445022577	0.0292389947611	1	1	1	0.0337381504114	1	1	1	1	1
