	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	ATF6B	BACH1	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXO3	GTF2B	GTF3A	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT6	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A
EGFR1	1	1	1	1	0.0930934621344	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0114298682611	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0291764036451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EGF_receptor_(ErbB1)_signaling_pathway	1	1	1	1	1	1	1	1	1	0.09791788225	1	0.0900193924063	1	0.00323849438531	1	1	1	1	1	1	1	1	1	1	0.0354612075357	1	0.0225073371572	1	1	0.0144207513968	1	0.0141984009029	1	0.0347884024901	0.00561669446369	1.27460648408e-05	1	1	0.0824963231603	1	1	0.0489568541644	1	1	1	0.0376928754499	1	1	0.014246044474	0.00234343132455	1	0.0106054021842	1	1	1	1	1	0.0734226736532	0.024834218239	1	1	0.0362678788751	1	1	1	0.0150492588802	1	1	0.000400770509233	1	1	0.0310407708752	1	0.0834088664138	1	1	0.0407835679619	0.0344040152192	1	0.0583117089456	1	0.065897082526	1	1	1	1	0.0464544363475	0.0509524098852	1	0.015383046721	0.0563898421288	1	1	1	1	0.0913987586244	1	1	1	1	0.0510912033334	0.0913987586244	1	1	0.0270563096271	0.0176445827837	1	1	0.00878820017967	1	0.0221850798193	1	1	1	1	1	1	1	0.0691191545145	1	1
EPO_signaling_pathway	1	1	1	1	0.0590271546359	1	1	1	1	1	1	0.0614921736131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0735554178133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00773361184129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ER-Phagosome_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0654087518689	1	1	0.0489154012362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0167549497338	0.00414891414931	1	0.00543049828219	0.0474544694703	0.0316811638145	0.0465295146431	1	0.0649020376058	0.0614585761114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00772556964123	1	1	1	1	1	0.0777554649884	1	1	0.00835128712669	1	1	1	1	1	1	1	0.0320049884545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020971957441	1	1	1	1	1	1	1	1	1	1	1	0.0388670179266	1	1	1	1
Elongation_arrest_and_recovery	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0250439734468	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endogenous_TLR_signaling	0.0491960532387	1	1	1	1	1	1	1	1	1	1	0.0813859882994	1	0.0413748011095	1	1	1	1	1	1	1	1	1	0.00427341676331	1	1	1	1	0.00297032280399	0.00144569779309	1	0.00259894434541	1	1	1	0.0468125370379	1	1	0.00279094493738	0.0268211851486	0.00188715089608	1	1	0.00019127631056	1	1	1	1	1	1	1	0.00279094493738	1	1	0.0189486706462	1	0.00337659114784	1	1	1	0.0708552846657	1	1	1	1	1	1	1	1	0.0482659365139	1	0.0140617346974	0.00738838586437	0.0242606815411	0.00372193528961	1	1	0.0390949996364	1	0.00240006924303	1	1	1	1	1	1	1	1	1	1	0.0228913409952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0926548218357	1	1	1	0.00019127631056	1	1	1	1	1	1	1	1
Endogenous_sterols	1	1	1	1	1	0.0476722649948	1	1	1	1	1	0.0702555958453	1	1	0.00212488374419	1	1	0.00368667341907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0107008802472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00728290465959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0156650845886	1	1	1	1	1	0.0119710254953	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endothelins	1	1	1	1	1	1	1	1	1	0.0996736863279	1	0.098132744224	1	0.00369773596496	1	1	1	1	1	1	1	1	1	1	0.0368702659301	1	0.0249235438345	1	1	0.0157642223072	1	0.0156158885726	1	0.0356498227177	0.00615018682566	1.49158257186e-05	1	1	0.0870482776949	1	1	0.0541838602654	1	1	1	0.041851292278	1	1	0.0153393794407	0.00267950011525	1	0.0114727975247	1	1	1	1	1	0.0771181921751	0.0255782683789	1	1	0.038405687826	1	1	1	0.0157032297528	1	1	0.000442230381189	1	1	0.0343751541033	1	0.089674699594	1	1	0.044844100254	0.0385702104859	1	0.0617499364201	1	0.068480725383	1	1	1	1	0.0495928510375	0.0571117876519	1	0.0173733098729	0.0620919579471	1	1	1	1	0.0945420731573	1	1	1	1	0.0545882319243	0.0945420731573	1	1	0.0287838060587	0.0182641175048	1	1	0.00947295641618	1	0.0235799348012	1	1	1	1	1	1	1	0.071617064762	1	1
ErbB1_downstream_signaling	1	1	1	1	1	1	1	1	1	0.09791788225	1	0.0900193924063	1	0.00323849438531	1	1	1	1	1	1	1	1	1	1	0.0354612075357	1	0.0225073371572	1	1	0.0144207513968	1	0.0141984009029	1	0.0347884024901	0.00561669446369	1.27460648408e-05	1	1	0.0824963231603	1	1	0.0489568541644	1	1	1	0.0376928754499	1	1	0.014246044474	0.00234343132455	1	0.0106054021842	1	1	1	1	1	0.0734226736532	0.024834218239	1	1	0.0362678788751	1	1	1	0.0150492588802	1	1	0.000400770509233	1	1	0.0310407708752	1	0.0834088664138	1	1	0.0407835679619	0.0344040152192	1	0.0583117089456	1	0.065897082526	1	1	1	1	0.0464544363475	0.0509524098852	1	0.015383046721	0.0563898421288	1	1	1	1	0.0913987586244	1	1	1	1	0.0510912033334	0.0913987586244	1	1	0.0270563096271	0.0176445827837	1	1	0.00878820017967	1	0.0221850798193	1	1	1	1	1	1	1	0.0691191545145	1	1
ErbB2/ErbB3_signaling_events	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0929751839537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ErbB_receptor_signaling_network	1	1	1	1	1	1	1	1	1	1	1	0.0797975408818	1	0.00456526216219	1	1	1	1	1	1	1	1	1	1	0.0392461876248	1	0.0177216120116	1	1	0.0181648997701	1	0.0181661229021	1	0.0370797921077	0.00710858767192	1.91845293234e-05	1	1	0.0948065111691	1	1	0.0635653720652	1	1	1	0.0493590958762	1	1	0.00776287107267	0.00171916888333	1	0.0130065935366	1	1	1	1	1	0.0833941267554	0.0268210030092	1	1	0.019345567536	1	1	1	0.016812549277	1	1	0.000155697120569	1	1	0.0403891219566	1	0.0656087021575	1	1	0.0335293841757	0.0461738176064	1	0.0676453523774	1	0.0728250111999	1	1	1	1	0.055026456926	0.0683012489587	1	0.0210581996653	0.0722584057306	1	1	1	1	0.0997949575343	1	1	1	1	0.0337819898985	0.0997949575343	1	1	0.0317721268822	0.0193052612453	1	1	0.0106795987114	1	0.0259923251414	1	1	1	1	1	1	1	0.0758038877602	1	1
Export_of_Viral_Ribonucleoproteins_from_Nucleus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0837235256215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Extrinsic_Pathway_for_Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057773448374	1	1	1	0.0535075977571	1	0.0268439664981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0898925551679	0.0440434399974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0466752700028	0.00547027630967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAS_(CD95)_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	0.063589923648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0174878643487	1	1	1	1	1	1	1	1	1	0.0750376005044	1	1	1	0.0243354071812	1	0.0942913895714	1	0.0529173642134	1	1	1	1	0.0771741337154	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0830081301384	1	1	0.0912397190533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0469083890762	0.0386337581925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0440870828535	1	1	1	1
FGF_signaling_pathway	1	1	1	1	1	1	1	1	1	1	0.0176347620254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0796663452637	1	1	0.0282658486455	1	1	1	1	0.0992752402303	1	1	1	1	1	0.00830413452697	1	1	1	1	1	1	1	0.00992638027136	0.0745609411155	1	1	1	1	1	1	1	1	1	1	1	0.0511817846822	1	1	1	1	1	1	1	1	1	1	0.0467030989587	0.0557210078959	1	1	0.0940076080905	0.0593026648103	1	1	1	1	1	1	1	1	0.0992752402303	1	1	1	1	0.0877239212713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXA1_transcription_factor_network	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0312464985014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXA2_and_FOXA3_transcription_factor_networks	1	0.00869332538975	1	1	0.0843574351064	1	1	1	1	1	1	1	1	1	1	1	1	0.0226093272545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05221991543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.048842267239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0110752467015	1	0.0256341303703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXA_transcription_factor_networks	1	0.0423047036971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0671085437224	1	1	1	1	1	0.0630642113973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0677588860651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0341607324686	1	0.0754466628286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXM1_transcription_factor_network	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0477087731081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0424933492669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acyl-CoA_Biosynthesis	1	1	1	1	1	1	0.0121432524799	1	1	1	1	0.0876233807534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0195680710078	1	1	1	1	1	1	1	1	1	1	1	1	0.0931299656895	1	1	1	0.0865348984929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0697428698969	1	1	1	1	0.00777885180916	1	1	1	1	1	1	1	1	1	1	1	0.071774657974	1	0.0122735016859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_acid,_triacylglycerol,_and_ketone_body_metabolism	1	1	1	1	1	1	0.0919480943774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0997283498745	1	1	1	1	1	1	1	1	1	1	1	1	0.0686653966802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0414940980239	1	1	1	1	0.0363747486047	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0605095514968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fc-epsilon_receptor_I_signaling_in_mast_cells	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0616331538323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Formation_and_Maturation_of_mRNA_Transcript	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0160340284401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0616596281862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Formation_of_HIV-1_elongation_complex_containing_HIV-1_Tat	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0500692598264	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Formation_of_HIV-1_elongation_complex_in_the_absence_of_HIV-1_Tat	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052922124134	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Formation_of_RNA_Pol_II_elongation_complex	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052922124134	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Formation_of_incision_complex_in_GG-NER	1	1	1	1	1	0.0799592584092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0509818432749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FoxO_family_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0778371171936	1	1	1	1	1	1	0.0654087518679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G1/S_DNA_Damage_Checkpoints	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0808418352314	1	1	0.0730475128855	0.06882325694	0.00316774621783	1	1	1	1	0.0646842940109	1	1	1	1	1	0.0887568465403	1	1	1	1	1	1	1	1	1	1	1	0.0611542471578	1	1	0.0295421189378	1	1	1	1	0.0195551312776	0.0646842940109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0356685572607	1	1	1	1	0.0283573425983	1	1	1	1	1	1	1	1	1	0.0350765070888	1	1	1	1	0.0619864043853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0418074327766	1	1	1	1
G1/S_Transition	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0971710173476	1	1	1	1	0.0825250876982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0937716252306	1	1	1	1	1	1	1	1	1	0.0713947861055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
G2/M_Transition	1	1	1	1	1	0.0657930636108	1	1	1	1	1	1	1	1	1	1	0.0202179153176	1	1	1	1	1	1	1	0.0427475488897	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0160440365956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0401371012547	1	1	1	1	1	1	1	1	1	1	0.0427927828077	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00227207500045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00653540761759	1	1	1	1	0.019516209869	1	0.0512740862451	0.0125232157656	1	0.0575111680946	1	1	1	1	1	1	1	1	1
GMCSF-mediated_signaling_events	1	1	1	1	1	1	1	1	1	0.0990133302368	1	0.0664060163929	1	0.00351927074988	1	1	1	1	1	1	1	1	1	1	0.0363371785792	1	0.0239940872331	1	1	0.0152488807134	1	0.0150712739306	1	0.0353251403751	0.00258679443097	1.40648930071e-05	1	1	0.0853215800608	0.0989021388789	1	0.0521762798425	1	1	1	0.0402519704196	1	1	0.0149216575061	0.00254881993318	1	0.011140910708	1	1	1	1	1	0.0757176082457	0.0252974140564	1	1	0.0375931309584	1	1	1	0.0154554655833	1	1	0.000426255533116	1	1	0.0330931270079	1	0.0872876516452	1	1	0.0273989817516	0.036963751738	1	0.0604438658158	1	0.0675038910697	1	1	1	1	0.0483979187653	0.0547390997087	1	0.0166033788754	0.059905334069	1	1	1	1	0.0933553776028	1	1	1	1	0.053256675224	0.0933553776028	1	1	0.0281262383015	0.0180299212714	1	1	0.00921117060768	1	0.0230490196478	1	1	1	1	1	1	1	0.0706733635311	1	1
GPCR_ligand_binding	1	1	1	1	1	0.0398458067755	1	1	1	1	1	1	1	1	1	1	0.0537541076203	1	1	1	1	1	1	1	1	1	1	1	0.096322484415	1	1	0.0282826917753	1	1	0.0804268222225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0764093190262	1	0.0240589287377	1	1	1	1	0.0419354712267	1	1	1	1	1	1	1	1	1	0.00146658779831	0.0586599202348	0.0582683883669	1	1	1	0.0486721081672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0552367326078	1	1	1	1	0.0679258488766
GPVI-mediated_activation_cascade	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0693641153908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0115405371089	1	1	1	1
Gene_Expression	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0499466141431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Generation_of_second_messenger_molecules	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00168177977944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glucocorticoid_receptor_regulatory_network	1	0.0407828621509	1	1	1	0.0763172531533	1	1	1	1	1	0.0487023678887	1	0.00487476213499	1	1	0.0694420854022	1	0.00299146542336	1	1	1	0.0510641642675	1	0.0244745673324	1	1	1	1	0.018957205465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0316811638145	0.0649020376058	1	1	1	0.0468125370376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0301004462165	1	1	1	1	0.0256597739684	1	1	1	1	1	1	1	1	1	0.0489154012362	1	1	1	0.0474544694703	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020971957441	1	1	1	1	1	0.0997473541062	1	1	1	1	1	1	1	1	1	0.0820098007579
Glucocorticoid_receptor_signaling	1	0.0438550188933	1	1	1	0.0829576781169	1	1	1	1	1	0.0540101008054	1	0.00562323634021	1	1	0.0730475128855	1	0.00316774621783	1	1	1	0.054828678766	1	0.0258367806236	1	1	1	1	0.020869171406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0341191591472	0.070680325748	1	1	1	0.0502936410694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0335682674352	1	1	1	1	0.0286636516907	1	1	1	1	1	1	1	1	1	0.0525371770459	1	1	1	0.0526433946649	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226340924697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0861986100221
Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0516090580309	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0693641153908	1	1	1	1	1	0.029239821076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glucose_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.096180052526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glypican_1_network	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00388403416125	1	1	1	1	1	1	1	1	1	1	0.037409019873	1	0.0258817848464	1	1	0.0162937501103	1	0.0161765846383	1	0.0359764909627	0.00636102830085	1.58143108684e-05	1	1	0.0887987505227	1	1	0.0562494871564	1	1	1	0.0434996036799	1	1	0.0070161388218	0.0028160219477	1	0.0118127966804	1	1	1	1	1	0.0392314465153	0.025861336539	1	1	0.0392314465153	1	1	1	0.0159540539287	1	1	0.000458736188755	1	1	0.0356960436683	1	0.0921069193947	1	1	0.0464445777533	0.0269922240308	1	0.0630762603229	1	0.0694671605343	1	1	1	1	0.050809671467	0.0421711554632	1	0.0112262416427	0.0643375445126	1	1	1	1	0.0957383244086	1	1	1	1	0.0559442684448	0.0957383244086	1	1	0.0294532437011	0.0185005746043	1	1	0.00974087415217	1	0.0241203984225	1	1	1	1	1	1	1	0.0725691753192	1	1
