	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
Electron_Transport_Chain	1	1	1	0.0103105104249	0.0979383918449	1	0.00527411892316	0.00186250753671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0300827150262	1	1	1	1	1	1	1	1	1	1	0.0254483379262	1	1	1	1	1	1	1	1	1	0.0521115285526	1	1	1	0.0495112790867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000116517695491	1	1	1	1	1	1	1	0.0381342040103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0397510918598	1	1	1	1	1	0.000371716592944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endochondral_Ossification	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0572036391843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0788780278476	1	1	1	1	0.0865951155554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025173122848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endothelin_Pathways	0.0238391024736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00821676905579	1	1	1	1	1	0.0410260882081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ErbB_Signaling_Pathway	1	1	1	1	1	0.0414191048027	1	1	1	1	1	1	1	1	1	1	0.00256708720702	1	1	1	1	1	1	1	1	0.0476939695736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0263778680485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00300139833456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01243454769	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Estrogen_metabolism	1	1	1	1	1	1	1	0.0178537654632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00819285098367	1	1	1	1	1	1	1	1	1	1	1	1	0.00983433952173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00515786129857	1	1	1	1	1	1	1	1	1	1	1	1	1
Estrogen_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0460471326513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAS_pathway_and_Stress_induction_of_HSP_regulation	1	1	1	1	1	0.0161048654152	1	1	1	1	1	1	1	1	1	1	1	1	0.0527498169462	1	1	1	1	1	1	1	1	1	0.0674753200196	1	1	0.0674753200196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0741607496222	1	0.0324524136485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00231349955648	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Beta_Oxidation	1	1	1	1	1	1	1	1	1	0.0277382545354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0831269715818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.064070291018	1	0.0388792277004	1	0.0550477324224	1	1	1	1	1	1	1	1	0.0330866828558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Biosynthesis	1	1	1	1	1	1	1	1	1	0.0711182469525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0880415918443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0893909329927	1	0.0554695597123	1	1	1	1	1	1	1	1	1	0.0893909329927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Omega_Oxidation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0893978701476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00407606214112	1	1	1	1	1	1	1	1	1	1	1	1	1
Fluoropyrimidine_Activity	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0626060677063	1	1	1	1	1	1	1	1	1	1	1	1	0.0433446659423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Focal_Adhesion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0267993736826	1	1	1	1	1	1	1	0.0587409130706	0.0365518745574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0664935810655	1	1	1	1	1	1	1	1	1	1
Folate_Metabolism	1	1	1	1	1	1	1	1	1	0.0323350476544	1	1	1	1	1	1	1	1	1	1	1	0.0690741658964	1	1	1	1	1	0.0441516084184	1	1	1	1	1	1	0.0919695213853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0112385214002	1	0.00817668693296	1	0.0898036886666	1	1	0.0451394856276	0.0905085438611	1	0.0279287880906	1	1	1	1	1	1	1	1	1	0.0624305159213	0.0128465039408	1	1	1	1	0.0275330231825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0771539883707	1	1	1	1
G1_to_S_cell_cycle_control	1	1	1	1	1	0.0667212445381	1	1	1	1	1	1	1	1	1	1	0.00376645304904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0674863297236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0303651314034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0492733476698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0198675714197	1	1	1	1	1	1	0.00951902756218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GPCRs,_Class_A_Rhodopsin-like	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226499749645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gastric_cancer_network_2	1	1	0.0122589962646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05343957096	1	0.0441516084184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0578501156409	1	1	1	1	1	1	0.0451394856276	1	1	1	1	1	1	1	1	1	1	1	1	0.0624305159213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glial_Cell_Differentiation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0351636578396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0171630321436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glutathione_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049997288548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0827097371334	1	1	1	0.0554695597123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycolysis_and_Gluconeogenesis	1	1	1	1	0.0222757667917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260769561577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536190545724	1	1	1	1	1	1	1	1	1	1	0.0231909944357	1	0.0268573591156	0.0657463286641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00282974168331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hair_Follicle_Development	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0772939630616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0205136993457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hypertrophy_Model	1	1	1	1	1	1	1	1	1	0.0600157608607	1	1	1	1	1	1	1	1	1	1	1	0.0248090870166	1	1	1	0.0852117694588	1	0.0745450180146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0218469032157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00479585431599	1	1	1	1	1	1	1	0.0757068170395	1	1	1	1	1	1	1	1	1	0.0255742172568	1	1	1	0.0963247442487	1	1	1	1	1	1	1	1	0.0127866853982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-1_signaling_pathway	1	1	1	1	1	1	1	1	1	0.0224976924174	1	1	1	1	1	1	1	1	1	1	1	0.0286183510784	1	1	1	1	1	0.0334630385472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00859974758805	1	1	1	1	1	1	1	0.0421443156994	1	1	1	1	1	1	1	1	1	1	0.0353847629139	1	0.00726858606109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0135368434853	1	1	0.0810121628023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-2_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0876867621676	1	1	1	1	1	1	1	1	0.0243011444542	1	1	1	1	1	1	1	1	0.0927749552927	1	1	1	0.0877970471216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0763072220395	1	1	1	1	0.0747396141954	0.0414314644872	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0675490165401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-3_Signaling_Pathway	1	1	1	1	1	1	1	1	1	0.0746036711365	1	0.0894274154659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09927908297	1	1	1	1	1	1	0.034106459876	1	1	1	1	1	1	1	1	1	1	1	0.00918766156221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0347150311315	1	1	1	0.0329104490954	1	1	0.00494718445835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0675490165395	1	1	1	1	1	1	1	0.0443836002386	1	1	1	1	1	1	0.0262101844088	1	1	1	1
IL-4_Signaling_Pathway	1	1	1	1	1	1	1	1	1	0.0896650396768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0315193174616	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0290642265537	1	1	1	1	1	1	1	1	0.0652947432609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0333395707327	1	1	1	1	1	0.0780179451709	1	0.0594824486151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031272646494	1	1	1	1	1	1	1
IL-5_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0491907542786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-6_signaling_pathway	1	1	1	1	1	1	0.0307428822241	1	1	0.0112392371294	1	0.0693823390364	1	1	1	1	1	1	0.0653678516877	1	1	1	1	1	1	1	1	0.0772939630616	1	1	1	1	1	1	1	1	1	1	1	0.00906087560096	1	1	1	0.0238537957085	1	0.0430612523788	1	0.0913165256345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0996212387285	1	0.0180914129158	1	1	1	1	0.0789228232174	0.0445276628819	1	0.0425782895428	0.0170563773383	1	1	1	1	1	1	0.0659085288456	1	0.0271110845245	1	0.00918766156439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307428822241	1	1	1	1	1	1	1	1	1
IL-7_Signaling_Pathway	0.0143079933488	1	1	1	1	1	1	1	1	0.0950777881361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00270449703588	1	1	1	1	1	1	1	0.0854560528318	1	1	0.0505823645679	0.0265001340814	1	1	1	0.0357583583096	1	1	1	1	1	1	1	1	1	0.075593429515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0293517550476	0.0299411222528	0.00204426410044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL1_and_megakaryotyces_in_obesity	0.0132660441479	1	0.00636686339319	1	1	0.0458833746646	1	1	1	1.62815328997e-08	1	1	1	1	1	1	1	1	1	1	1	1.08002465766e-05	1	1	1	1	1	1.77716663607e-09	0.000137272923876	1	1	1	1	1	0.00545878946884	1	1	1	1	0.0798324904131	1	1	1	1	1	1	0.00133113442563	0.0332505688838	1	1	3.75816142959e-05	1	1	0.00204464743442	1	1	1	0.00223294692249	0.00984990973538	1	1	0.0147575307022	1	1	1	0.00443771181866	1	0.0243768869245	1	0.0191347703902	9.81539114445e-05	1.02911467392e-06	1	1	9.44318943041e-07	1	1.4341866672e-07	0.0147575307022	0.0182576481905	1	1	1	1	1	0.0387959675161	1	1	0.00369691477481	0.000410629755445	9.35540315022e-05	0.00151554366227	1	1	8.46007730282e-05	1	0.00359578284585	1	1	1	1	1	1	1	1	0.00108421126759	1	1	1	1	0.000277555403942	1	1	1	1	1	1	1
Inflammatory_Response_Pathway	1	1	1	1	1	1	1	1	1	0.0215495259717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0361853123624	1	0.0297031549835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0384970367665	1	0.0993923790259	1	1	1	1	0.0230821973655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00648275207288	1	1	0.0677002726834	1	1	1	1	1	0.0956021438196	1	1	1	1	1	1	1	0.0540571493123	1	1	0.0425160863896	1	0.0352867769423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0588007852542	1	1	1	1
Integrated_Breast_Cancer_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0132545310295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00194290156126	1	1	1	1	1	1	1	0.0288861554121	0.0399451591939	1	1	1	1	1	1	1	1	1	1	0.0615969487417	1	1	1	1	1	0.0804939321491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0170788265706	1	1	1	1	1	1	1	1	0.00821081999615	1	1	1	1	1	1	1	1	1	1
Integrated_Pancreatic_Cancer_Pathway	1	1	1	1	1	0.0350763770392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0674892347529	0.0680026190792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0995829592203	1	1	1	1	1	1	1	1	1	0.0728605719833	0.0536045043006	1	1	1	1	1	1	1	1	1	1	1	1	0.0594827896064	1	1	1	1	1	0.0655205416808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0183314572819	1	1	1	1	0.0183928262657	1	1	1	0.0241556205539	0.0395042828203	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interferon_type_I	1	1	0.0288419047002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0489876358785	1	1	1	0.00814384389279	1	1	1	1	0.0194649012063	1	1	1	0.048621855741	1	0.0161934919458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0548013784121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interferon_type_I_signaling_pathways	1	1	0.0278750829078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.047394891203	1	1	1	0.00763448545675	1	1	1	1	0.0183072724669	1	1	1	0.0459469726998	1	0.0152186340181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0518254260777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interleukin-11_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0493913765674	1	1	1	0.0978179669684	1	1	1	0.0913165256345	1	1	1	1	1	1	1	1	1	1	1	1	0.0205136993457	1	1	1	1	1	1	1	1	0.0805669153853	1	1	1	1	1	1	1	1	0.0772939630616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307428822241	1	1	1	1	1	1	1	1	1
Iron_metabolism_in_placenta	1	1	1	1	1	1	1	1	1	1	1	0.0311580526807	1	1	1	1	1	1	0.00021740447779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0617758042398	1	1	1	1	0.0582965198641	1	1	1	1	1	1	1	1	1	1	1	0.0439055007192	0.0445255202382	1	1	1	0.000754782798734	1	1	1	1	1	1	1	1	1	1	0.0026796634193	1	1	1	1	1	1	1	1	1	1	1	1	1
Kit_receptor_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0996124283843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Leptin_signaling_pathway	1	1	1	1	1	1	1	1	1	0.00882934264739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0661650764519	1	1	1	1	1	1	1	1	1	1	0.0267448769564	1	0.0371727805052	1	1	1	1	1	1	1	1	1	1	1	1	0.0411073667672	1	1	1	1	1	0.0441674042919	1	1	0.0597699005817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0874938959692	0.025173122848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00698437251919	1	1	1	1	1	1	1	1	1	1	1	1
Liver_X_Receptor_Pathway	1	1	1	1	1	1	1	1	1	1	1	0.0187520352759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053746342166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0123641947121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAPK_Signaling_Pathway	1	1	1	1	1	0.0288695366818	1	1	1	1	1	1	1	0.0161889991057	0.0829480492413	1	1	1	1	1	1	1	0.00980093268185	0.0191964580005	1	1	1	0.0386077069438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0886948007742	0.0347408924558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0872679672106	1	1	1	1	1	1	1	1	1	1	1	1	0.0362990172964	1	1	0.0282853561719	1	1	1	0.05862658998	1	1	1	1	1	1	1
Matrix_Metalloproteinases	1	1	1	1	1	0.00856560740193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00449857664895	1	1	1	1	1	0.0745694403668	1	1	0.0516892700014	1	1	1	1	1	1	1	1	1	1	1	0.0211189699417	1	1	0.00166963785568	1	1	1	1	1	1	1	1	0.0222392112926	1	1	1	1	1	1	1	1	0.0156125470131	0.0727764634765	1	1	0.033098060165	0.0139898808252	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000222714377214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Metapathway_biotransformation	1	0.0376340818041	1	1	1	1	1	1	1	1	1	1	0.000891124606479	1	0.0910927802081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0991664133562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00967942606178	1	1	1	1	1	0.0167688197289	1	1	1	1	1	1	1	1	1	1	1	1	0.0668208981789	1	1	1	1	1	1	0.00387391425793	1	1	1	1	1	1	0.0119378319156	1	1	1	1	1	1
Mitochondrial_LC-Fatty_Acid_Beta-Oxidation	1	1	1	1	1	1	1	1	1	0.049588709078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0618008051573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0739028008417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0627801333983	1	1	1	1	1	1	1	1	1	1	1	0.0627801333983	1	0.0802260421043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Monoamine_Transport	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0589433282829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Myometrial_Relaxation_and_Contraction_Pathways	1	1	0.0350158690549	1	1	1	1	1	1	0.0303427139383	1	1	1	1	1	1	1	1	1	1	1	0.0370697974072	1	0.013730187866	1	0.0746327554613	1	1	0.0807986311761	1	1	0.0807986311761	1	1	1	1	0.0667455727385	0.0076520406753	1	1	1	1	1	1	1	1	0.0436254593721	1	1	1	1	1	1	1	0.0272568391094	1	1	0.0119421115493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0556092449957	1	1	1	1	1	1	1	1	1	0.0108560467891	1	1	1	0.0436000009308	1	1	1	1	0.0629505359633	1	1	1	1	1	1	1	1	1	1	1	0.0187962052305	0.0422590323436	1	1	1	1	1	1	1	1	1	1
