	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
EPO_Receptor_Signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0685381455909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0970460789743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eicosanoid_Synthesis	1	1	1	0.0159865833104	0.0224164327289	0.0750254951832	1	0.00168247052838	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00204689080468	1	1	1	1	1	1	1	0.00383727327339	0.0553114637219	1	1	1	1	1	1	0.0755404737147	1	0.0175458934672	1	1	1	0.0966606467832	1	0.053135475692	1	1	1	1	1	1	1	1	0.0575191875672	1	1	1	1	1	1.39126099052e-06	1	1	1	1	1	1	1	1	1	1	1	1	0.0586347506076	0.0923457715064	1	1	0.00337222607323	0.0509918696144	1	0.0112735945031	1	1	1	1	1	0.0280404417803	0.00538102800567	1	1	1	1	1	1	1	0.0586347506076	0.00843116389296	0.00794049088466	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00283032870695	1	1	1	1	1	1	0.000127402554845	1	1
Electron_Transport_Chain	1	1	1	0.0893883028706	1	1	0.00527411892316	0.00186250753671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0300827150262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0521115285526	1	1	1	0.0939452949212	1	0.031365612683	1	1	0.0609044672737	1	1	1	1	1	1	0.0641591444051	1	1	1	0.000229104844433	1	1	1	1	1	1	1	1	1	6.16084595068e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0397510918598	0.0367391974779	1	1	1	1	0.00656629843924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endochondral_Ossification	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0572036391843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0865951155554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025173122848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endothelin_Pathways	0.0238391024736	1	1	0.0395644102649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00821676905579	1	1	1	1	1	0.0994233597331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ErbB_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00256708720702	1	1	1	1	1	1	1	1	0.0476939695736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0881797215275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00821296010959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0314340509683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Estrogen_metabolism	1	0.00994799238471	1	1	1	1	1	0.0178537654632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000808271278224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00819285098367	1	1	1	1	1	1	1	1	1	1	1	1	0.0369292143578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0161117013491	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Estrogen_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0743317980715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAS_pathway_and_Stress_induction_of_HSP_regulation	1	1	1	1	1	0.0516967534792	1	1	1	1	1	1	1	1	1	1	1	1	0.0527498169462	1	1	1	1	1	1	1	1	1	0.0905363581344	1	1	0.0674753200196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0527498169462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00343816873671	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Beta_Oxidation	1	1	1	1	1	1	1	1	1	0.0581921333544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0831269715818	1	1	1	0.0468133384119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.064070291018	1	0.0388792277004	1	0.0550477324224	1	1	1	1	1	1	1	1	0.0622585374095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0339322423274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0893909329927	1	0.0554695597123	1	1	1	1	1	1	1	1	1	0.0893909329927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_Acid_Omega_Oxidation	1	1	1	1	1	0.0459613976179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0893978701476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0128143815773	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fluoropyrimidine_Activity	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0521534057138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0626060677063	1	1	1	1	1	1	1	1	1	1	1	1	0.0433446659423	1	0.0620416956927	1	1	1	1	0.015861811529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0140160646612	1
Focal_Adhesion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0267993736826	1	1	1	1	1	1	1	0.0587409130706	0.0365518745574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0412473747301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0664935810655	1	1	1	1	1	0.02061835784	1	1	1	1	1
Folate_Metabolism	1	1	1	1	0.0575402875282	1	1	1	1	0.0671776245956	1	1	1	1	1	1	1	1	1	1	1	0.0690741658964	1	1	1	1	1	1	1	1	1	1	1	1	0.0919695213853	0.0238391024731	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0433805771036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0141812395263	1	1	0.00817668693296	1	1	0.0329034490614	1	0.0451394856276	0.0905085438611	1	0.0279287880906	1	1	1	1	1	0.0985592561396	1	1	1	0.0624305159213	0.0128465039408	1	1	1	1	0.0275330231825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0771539883707	1	1	1	1
G1_to_S_cell_cycle_control	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00376645304904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0303651314034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0917516359407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0362732521159	1	1	1	1	1	1	0.00951902756218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GPCRs,_Class_A_Rhodopsin-like	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226499749645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gastric_cancer_network_2	1	1	0.0200233528946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05343957096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0451394856276	1	1	1	1	1	1	1	1	1	1	1	1	0.0624305159213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glial_Cell_Differentiation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0524054390042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0351636578396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0611482702439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0171630321436	1	1	1	1	1	1	1	1	1	1	1	1	0.0151914547944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glutathione_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0625215718418	1	1	1	0.049997288548	1	1	1	1	1	1	1	1	1	0.0617412185189	1	1	1	1	0.0637259389758	1	1	1	1	0.0554695597123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycolysis_and_Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0623899469384	1	1	1	1	1	1	1	0.0970933165667	1	1	0.0260769561577	1	1	1	1	1	1	1	1	1	1	1	1	0.0136047509269	1	1	1	1	1	1	1	0.0536190545724	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0268573591156	0.0657463286641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0412251687122	1	1	1	1	0.0334149892602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hair_Follicle_Development	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0490388206579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hypertrophy_Model	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0248090870166	1	1	1	0.0852117694588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536943999734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00956887220281	1	1	1	1	1	1	1	1	0.0757068170395	1	1	1	1	1	1	1	1	1	0.0255742172568	1	1	1	0.0963247442487	1	1	1	1	1	1	1	1	0.0248090870166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00635700727373	1
ID_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0193196096862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-1_signaling_pathway	1	1	1	1	1	1	1	1	1	0.0568139300042	1	1	1	1	1	1	1	1	1	1	1	0.0286183510784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0188228713519	1	1	1	1	1	1	1	0.0421443156994	1	1	1	1	1	1	1	1	1	1	1	0.0353847629139	1	0.0183072724669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0363933992354	1	1	0.0810121628023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-2_Signaling_Pathway	1	1	1	1	0.082576377397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0876867621676	1	1	1	1	1	1	1	1	0.0243011444542	1	1	1	1	1	1	1	1	0.0927749552927	1	1	1	0.046641569687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0763072220395	1	1	1	1	0.0747396141954	0.0414314644872	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0675490165401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-3_Signaling_Pathway	1	1	1	1	1	0.0894274154659	1	1	1	1	1	0.0894274154659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034106459876	1	1	1	1	1	1	1	1	1	1	1	0.00918766156221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0522299149658	1	1	1	1	0.0642901276576	1	1	0.00494718445835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0568254095812	1	1	1	1	1	1	1	0.0262101844088	1	1	1	1
IL-4_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0952168725211	1	0.0476255296094	1	1	1	1	1	1	1	1	1	1	1	0.0290642265537	1	1	1	1	1	0.0171936252261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0333395707327	1	1	1	1	1	0.0780179451709	1	0.0594824486151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031272646494	1	1	1	1	1	1	1	1
IL-5_Signaling_Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0246897324589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL-6_signaling_pathway	1	0.053531623344	1	1	0.0859082612751	1	0.0307428822241	1	1	0.0299014579932	1	0.0693823390364	1	1	1	1	1	1	0.0653678516877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0291883709031	1	1	1	0.0238537957085	1	0.0430612523788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0180914129158	1	1	1	1	0.0789228232174	0.0445276628819	1	0.0425782895428	0.0170563773383	1	1	1	1	1	1	0.0659085288456	1	0.0271110845245	1	0.00918766156439	1	1	1	1	1	1	1	1	1	1	0.0924915827632	1	1	1	1	1	1	1	0.0307428822241	1	1	1	1	1	1	1	1	1	1
IL-7_Signaling_Pathway	0.0143079933488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0600920289938	1	0.00270449703588	1	1	1	1	1	1	1	1	1	1	0.0505823645679	0.0265001340814	1	1	1	0.0854560528318	1	1	1	1	1	1	1	1	1	1	0.075593429515	1	1	1	1	1	1	1	1	1	0.0924492281485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0293517550476	0.0299411222528	0.00204426410044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL1_and_megakaryotyces_in_obesity	0.0132660441479	1	0.0104966703599	1	1	0.00186846872863	1	1	1	8.22299162095e-09	1	1	1	1	1	1	1	1	1	1	1	1.08002465766e-05	1	1	1	1	1	2.40231401438e-09	0.000266517846663	0.0560156112269	1	1	1	1	0.00545878946884	1	0.0280536779447	0.00572551156457	4.86498184515e-06	1	1	1	1	1	1	1	0.00133113442563	0.011073836365	1	0.00161346949593	1	0.000118318459024	1	0.00488964157664	0.0107523907124	1	1	1	0.00223294692249	0.00984990973538	1	1	0.0147575307022	1	1	1	0.00443771181866	1	0.0187991692595	1	1	0.0191347703902	9.81539114445e-05	5.0890836959e-06	0.000201396679246	1	9.44318943041e-07	1	1.4341866672e-07	0.0147575307022	0.0182576481905	1	1	1	1	1	0.0387959675161	1	1	0.00369691477481	0.000410629755445	9.35540315022e-05	0.00445852056638	1	1	8.46007730282e-05	1	0.011161851373	1	1	1	1	0.0223886409801	1	1	1	1	0.00108421126759	1	1	1	1	0.000277555403942	1	1	1	1	1	1	1	1
Inflammatory_Response_Pathway	1	1	1	1	0.0435719033131	1	1	1	1	0.0458795942943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0361853123624	1	0.0740605283393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0384970367665	1	0.0993923790259	1	1	1	1	1	0.0393444297136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0346545866281	1	1	1	0.0677002726834	1	0.067404266409	1	1	1	0.0956021438196	1	1	1	1	1	1	0.0755931839293	0.0540571493123	1	1	0.0425160863896	1	0.0352867769423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0588007852542	1	1	0.0140160646612	1
Integrated_Breast_Cancer_Pathway	1	1	1	1	1	1	1	1	1	0.0892328042975	1	1	1	1	1	1	1	0.0132545310295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0459839863971	1	1	1	0.00194290156126	1	1	1	1	1	1	1	0.0288861554121	0.0920339857739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0804939321491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00733809365849	1	1	1	1	1	1	1	1	1	0.00821081999615	1	1	1	1	1	1	1	1	1	1	1
Integrated_Pancreatic_Cancer_Pathway	1	1	1	1	1	0.0908869710592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0674892347529	0.0680026190792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0728605719833	0.0498711751948	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0547231160221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0888093570304	1	0.0178586528956	1	1	1	1	1	1	1	1	0.0430624643218	1	1	1	1	0.0218493640812	1	1	1	1	0.0241556205539	0.0395042828203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interferon_type_I	1	1	0.0462501059623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00814384389279	1	1	1	1	0.0587061564177	1	1	1	0.048621855741	1	0.0161934919458	1	0.0845629663509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0635100084482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0548013784121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interferon_type_I_signaling_pathways	1	1	0.0447405735657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00763448545675	1	1	1	1	0.0555430762834	1	1	1	0.0459469726998	1	0.0152186340181	1	0.0810121628023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0614846627703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0518254260777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Interleukin-11_Signaling_Pathway	1	1	1	1	0.0859082612751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0978179669684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0490388206579	1	1	1	1	1	1	1	1	1	0.0805669153853	1	1	1	1	1	1	1	1	0.0772939630616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307428822241	1	1	1	1	1	1	1	1	1	1
Iron_metabolism_in_placenta	1	1	1	1	1	1	1	1	1	1	1	0.0311580526807	1	1	1	1	1	1	0.00021740447779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0457756627283	1	1	1	1	1	1	1	0.0239977979784	1	1	0.00217188559112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0617758042398	1	1	1	1	0.0582965198641	1	1	1	1	1	1	1	1	1	1	1	0.0439055007192	0.0445255202382	1	1	1	0.00144003712339	1	1	1	1	1	1	1	0.0390691184747	1	1	1	0.0085060539839	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Kit_receptor_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0996124283843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Leptin_signaling_pathway	1	1	1	1	1	1	1	1	1	0.0283801651714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0661650764519	1	1	1	1	1	1	1	1	1	1	0.0267448769564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0945300318448	1	1	1	1	1	0.0827083195243	1	1	1	0.0597699005817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0874938959692	0.025173122848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00698437251919	1	1	1	1	1	1	1	1	1	1	1	1	1
Liver_X_Receptor_Pathway	1	1	1	1	1	1	1	1	1	1	1	0.0187520352759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053746342166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0123641947121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAPK_Signaling_Pathway	1	1	1	1	1	0.0110288041205	1	1	1	1	1	1	1	0.0161889991057	0.0829480492413	1	1	1	1	1	1	1	0.00980093268185	0.0191964580005	1	1	1	1	0.0685861551774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0405275252165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0886948007742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0872679672106	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0362990172964	1	1	0.0439736797957	1	1	1	0.05862658998	1	1	1	1	1	1	1	1
