TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
ZHX1	KEGG-hsa05323	Rheumatoid_arthritis	91	0	12	3	0.000715926082438	1	HLA-DMA IL18 IL1B
STAT5A	KEGG-hsa05416	Viral_myocarditis	71	0	60	5	0.000730752422575	1	CCND1 CD55 CD86 HLA-DPA1 HLA-DPB1
TSC22D1	KEGG-hsa03320	PPAR_signaling_pathway	71	0	60	5	0.000730752422575	1	ACSL4 CYP27A1 DBI LPL NR1H3
IRF3	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	28	4	0.000732620169066	1	CD14 CSF1R HLA-DRA HLA-DRB1
IRF3	KEGG-hsa05330	Allograft_rejection	38	0	28	3	0.000732694756382	1	HLA-DPA1 HLA-DRA HLA-DRB1
IRF7	KEGG-hsa04623	Cytosolic_DNA-sensing_pathway	62	0	144	7	0.000733792452607	1	AIM2 CASP1 CCL4L2 CCL5 DDX58 IRF7 TMEM173
IRF2	KEGG-hsa00380	Tryptophan_metabolism	42	0	6	2	0.000735735661588	1	IDO1 WARS
CEBPZ	KEGG-hsa05219	Bladder_cancer	42	0	6	2	0.000735735661588	1	CDKN1A MDM2
STAT4	KEGG-hsa04621	NOD-like_receptor_signaling_pathway	59	0	152	7	0.000748216435376	1	CCL5 CXCL2 HSP90AA1 HSP90AB1 IL18 IL1B NFKBIA
NFKB2	KEGG-hsa05160	Hepatitis_C	136	0	129	10	0.000752835921296	1	EIF2AK2 IFIT1 IRF1 NFKB1 NFKBIA OAS1 OAS2 OAS3 SOCS3 STAT1
ZEB2	KEGG-hsa04142	Lysosome	121	0	54	6	0.000778315946729	1	CD164 CTSC CTSD CTSH CTSS GM2A
STAT5A	KEGG-hsa05140	Leishmaniasis	72	0	60	5	0.000779190165943	1	HLA-DPA1 HLA-DPB1 IFNGR1 IL1B STAT1
EGR2	KEGG-hsa04145	Phagosome	152	0	116	10	0.000780226454376	1	ACTG1 C3 CTSS HLA-DQA1 MRC1 NCF2 TUBA1A TUBA1B TUBA4A TUBB4B
EGR2	KEGG-hsa04612	Antigen_processing_and_presentation	78	0	116	7	0.000812592572505	1	CTSS HLA-DQA1 HSP90AA1 HSP90AB1 HSPA5 HSPA8 LGMN
HMG20B	KEGG-hsa04612	Antigen_processing_and_presentation	78	0	56	5	0.000817820513416	1	HLA-DMA HLA-DQB1 HSP90AA1 HSP90AB1 HSPA8
POU2F2	KEGG-hsa05152	Tuberculosis	180	0	135	12	0.00082284631021	1	BID CALM2 CALM3 CTSD CTSS CYCS FCGR3A HLA-DRA IFNGR1 IFNGR2 IL18 IL1B
HES6	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	5	2	0.000846052163376	1	C1QB C1QC
RREB1	KEGG-hsa05416	Viral_myocarditis	71	0	16	3	0.000847455635268	1	ACTB HLA-DMA HLA-DMB
CEBPG	KEGG-hsa00260	Glycine,_serine_and_threonine_metabolism	32	0	35	3	0.00085487053053	1	ALAS1 PHGDH PSAT1
NFKB2	KEGG-hsa03320	PPAR_signaling_pathway	71	0	129	7	0.000867449069983	1	ACOX2 ACSL1 CD36 DBI FABP5 GK PCK2
MSANTD3	KEGG-hsa05152	Tuberculosis	180	0	15	4	0.000894242196596	1	CTSD CYP27B1 IFNGR1 PLK3
HMGA1	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	263	10	0.000896833226693	1	C1QA C1QB C1QC C2 C3 C3AR1 C5AR1 CFD F3 SERPINA1
STAT5A	KEGG-hsa05332	Graft-versus-host_disease	43	0	60	4	0.000902845833343	1	CD86 HLA-DPA1 HLA-DPB1 IL1B
HMGA1	KEGG-hsa05020	Prion_diseases	36	0	263	7	0.000911101060645	1	C1QA C1QB C1QC HSPA5 IL1B PRKACB STIP1
PPARG	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	0	169	7	0.000914606840093	1	ACTB ACTG1 NCL TUBA1A TUBA1B TUBB2A TUBB4B
FOS	KEGG-hsa03320	PPAR_signaling_pathway	71	0	95	6	0.000939716183578	1	CD36 DBI FABP3 FABP5 PPARG SCD
NFKB2	KEGG-hsa05140	Leishmaniasis	72	0	129	7	0.000943581288583	1	HLA-DQA1 HLA-DQB1 HLA-DRA IFNGR2 NFKB1 NFKBIA STAT1
PKNOX1	KEGG-hsa04978	Mineral_absorption	51	0	300	9	0.000957617619052	1	ATOX1 FTH1 MT1E MT1F MT1G MT1H MT1M MT1X MT2A
MAFF	KEGG-hsa04145	Phagosome	152	0	45	6	0.000963948340259	1	C3 CLEC7A HLA-DPB1 NCF2 TUBA4A TUBB
NFE2L2	KEGG-hsa05162	Measles	135	0	236	14	0.000971126171734	1	CCND1 CCND2 DDX58 HSPA1A IFNGR1 IFNGR2 IL2RA MX1 NFKB1 NFKBIA OAS1 OAS2 TLR2 TNFSF10
STAT5A	KEGG-hsa04940	Type_I_diabetes_mellitus	44	0	60	4	0.000985605248281	1	CD86 HLA-DPA1 HLA-DPB1 IL1B
PPARG	KEGG-hsa05140	Leishmaniasis	72	0	169	8	0.000993930477106	1	C3 FCGR2A FOS HLA-DMB IFNGR2 NCF1 NFKBIA STAT1
STAT3	KEGG-hsa04380	Osteoclast_differentiation	130	0	140	10	0.00100155012915	1	ACP5 IFNGR2 IL1B LILRB4 NFKB2 PPARG SOCS3 SQSTM1 STAT1 STAT2
YBX1	KEGG-hsa05012	Parkinson's_disease	130	0	140	10	0.00100155012915	1	ATP5G3 MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9 SLC25A5 UCHL1
STAT4	KEGG-hsa04623	Cytosolic_DNA-sensing_pathway	62	0	152	7	0.00101098881112	1	AIM2 CCL5 DDX58 IL18 IL1B IRF7 NFKBIA
RELA	KEGG-hsa05160	Hepatitis_C	136	0	134	10	0.00101204586649	1	DDX58 IFIT1 IRF1 IRF7 NFKBIA OAS1 OAS2 OAS3 SOCS3 STAT1
MECP2	KEGG-hsa00100	Steroid_biosynthesis	19	0	15	2	0.00101581296621	1	MSMO1 SQLE
IRF9	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	0	98	5	0.00102910399582	1	CD40 CD86 HLA-DMA IL15RA TNFSF13B
NFE2L2	KEGG-hsa05310	Asthma	30	0	236	6	0.001042113842	1	CD40 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1
IRF3	KEGG-hsa05332	Graft-versus-host_disease	43	0	28	3	0.00105489591277	1	HLA-DPA1 HLA-DRA HLA-DRB1
IRF8	KEGG-hsa05160	Hepatitis_C	136	0	51	6	0.00105704865391	1	DDX58 IFIT1 IRF7 OAS1 OAS2 OAS3
IRF8	KEGG-hsa05322	Systemic_lupus_erythematosus	136	0	51	6	0.00105704865391	1	C1QC CD40 FCGR3A H3F3B HLA-DPB1 HLA-DRB5
MEF2A	KEGG-hsa04514	Cell_adhesion_molecules_(CAMs)	136	0	210	13	0.00107230053461	1	CD86 HLA-A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HLA-E ITGB8 PDCD1LG2 PTPRC
NFE2L1	KEGG-hsa05152	Tuberculosis	180	0	39	6	0.00107272884277	1	CALM1 CTSD CTSS CYCS IFNGR1 PLK3
KLF6	KEGG-hsa04062	Chemokine_signaling_pathway	190	0	65	8	0.00107687291947	1	CCL2 CCL8 CCR7 CXCL2 HCK NCF1 NFKB1 NFKBIA
IRF8	KEGG-hsa05320	Autoimmune_thyroid_disease	53	0	51	4	0.00108027663721	1	CD40 HLA-DPB1 HLA-DRB5 HLA-E
BHLHE41	KEGG-hsa04978	Mineral_absorption	51	0	24	3	0.00109863553188	1	MT1E MT1M MT2A
PLSCR1	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	47	8	0.00110264126411	1	CCL15 CCL4L2 CCL7 CD40 CSF2RA IL3RA TNFRSF4 TNFSF13B
NFE2L1	KEGG-hsa05200	Pathways_in_cancer	326	0	39	8	0.00112031779286	1	BIRC3 CCND1 CDKN1A CSF1R CYCS GSTP1 HSP90AA1 HSP90AB1
DBP	KEGG-hsa05152	Tuberculosis	180	0	69	8	0.00112842084309	1	CALM1 CALM3 CLEC4E IL18 IL1B LSP1 NFKB1 PLK3
IRF3	KEGG-hsa04940	Type_I_diabetes_mellitus	44	0	28	3	0.00112847864426	1	HLA-DPA1 HLA-DRA HLA-DRB1
PPARG	KEGG-hsa05323	Rheumatoid_arthritis	91	0	169	9	0.00113211593661	1	ACP5 ATP6V1D CCL5 CD80 FLT1 FOS HLA-DMB IL18 TNFSF13B
RBPJ	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	108	13	0.0011321861631	1	CCL1 CCL2 CCL3 CCL3L3 CCL4 CCL4L2 CCR1 CD40 CSF2RA IFNGR2 IL1B IL3RA INHBA
POU2F2	KEGG-hsa05416	Viral_myocarditis	71	0	135	7	0.00113443263145	1	BID CD80 CD86 CYCS HLA-A HLA-DRA ICAM1
CEBPD	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	40	4	0.00116038157961	1	C2 C3 C3AR1 SERPINA1
NFKB2	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	129	6	0.00120061955264	1	FPR2 HLA-DQA1 HLA-DQB1 HLA-DRA ICAM1 PTAFR
NFAT5	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	23	3	0.00120608445923	1	C1QA C3AR1 HLA-DPA1
PPARG	KEGG-hsa04380	Osteoclast_differentiation	130	0	169	11	0.00121324741713	1	ACP5 FCGR2A FOS IFNGR2 LILRB4 NCF1 NFKB2 NFKBIA SOCS3 STAT1 TREM2
POU2F2	KEGG-hsa05140	Leishmaniasis	72	0	135	7	0.001232913676	1	FCGR3A HLA-DRA IFNGR1 IFNGR2 IL1B JUN NCF2
IRF7	KEGG-hsa04380	Osteoclast_differentiation	130	0	144	10	0.00124343485539	1	ACP5 IFNGR2 JUNB LILRA1 LILRB4 PPARG SOCS3 SQSTM1 STAT1 STAT2
MAFB	KEGG-hsa04142	Lysosome	121	0	104	8	0.00127381340824	1	CTSB CTSC CTSD CTSH GM2A LGMN SCARB2 SLC11A1
PKNOX1	KEGG-hsa05332	Graft-versus-host_disease	43	0	300	8	0.00127904044586	1	CD80 CD86 HLA-A HLA-DMB HLA-DPB1 HLA-DQA1 HLA-E IL1B
MAFB	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	104	6	0.00129744751391	1	C1QB C1QC C3AR1 C5AR1 CFD F3
ETS2	KEGG-hsa05144	Malaria	51	0	194	7	0.00130041963694	1	CCL2 CD36 GYPC ICAM1 IL18 IL1B TLR2
BATF3	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	144	8	0.00132157051079	1	CD36 CD44 CD55 CSF1 CSF2RA IL1B IL2RA IL7R
HES6	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	5	2	0.00133019781107	1	C1QB C1QC
ATF3	KEGG-hsa04621	NOD-like_receptor_signaling_pathway	59	0	123	6	0.00135953993702	1	BIRC3 CXCL2 HSP90AA1 HSP90AB1 IL18 IL1B
CEBPD	KEGG-hsa05140	Leishmaniasis	72	0	40	4	0.00136076594923	1	C3 FCGR1A FCGR3A HLA-DMA
MITF	KEGG-hsa05140	Leishmaniasis	72	0	40	4	0.00136076594923	1	HLA-DQA1 HLA-DQB1 IFNGR2 STAT1
IRF3	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	0	28	3	0.00136847418185	1	HLA-DPA1 HLA-DRA HLA-DRB1
IRF9	KEGG-hsa04380	Osteoclast_differentiation	130	0	98	8	0.00137672626643	1	ACP5 IFNGR2 JUNB PPARG SOCS3 STAT1 STAT2 TREM2
IRF9	KEGG-hsa05012	Parkinson's_disease	130	0	98	8	0.00137672626643	1	MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 SLC25A5 UBE2L6
ETS2	KEGG-hsa05145	Toxoplasmosis	133	0	194	12	0.00138835075192	1	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IFNGR2 NFKB1 NFKBIA TLR2
NR1H3	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	180	9	0.00138870454045	1	CD14 CD33 CSF1 HLA-DRA HLA-DRB1 HLA-DRB5 IL1B IL2RA TFRC
STAT4	KEGG-hsa05142	Chagas_disease_(American_trypanosomiasis)	104	0	152	9	0.00139002089814	1	C1QB C3 CALR CCL5 IFNGR2 IL1B JUN NFKBIA TLR2
ZNF75A	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	38	7	0.00139326128516	1	CCL1 CSF1 CXCL2 IL18 IL2RA TNFRSF1B TNFSF14
PPARG	KEGG-hsa04621	NOD-like_receptor_signaling_pathway	59	0	169	7	0.00139624295519	1	CCL5 CXCL2 HSP90B1 IL18 NFKBIA PYCARD RIPK2
ZNF274	KEGG-hsa05416	Viral_myocarditis	71	0	41	4	0.00141814392789	1	BID CD40 HLA-DMA ICAM1
NR3C1	KEGG-hsa04623	Cytosolic_DNA-sensing_pathway	62	0	118	6	0.00142383722764	1	CCL4 CCL4L2 DDX58 IL1B IRF7 NFKBIA
BATF3	KEGG-hsa05152	Tuberculosis	180	0	144	12	0.00145078685561	1	CALM1 CLEC4E CTSD CYP27B1 IFNGR2 IL10RA IL18 IL1B NFKB1 PLK3 RIPK2 TLR2
TFEB	KEGG-hsa05140	Leishmaniasis	72	0	102	6	0.00146574109352	1	C3 FCGR3A IFNGR2 IL1B NFKB1 TLR2
ZNF580	KEGG-hsa00590	Arachidonic_acid_metabolism	59	0	23	3	0.00147932655864	1	GPX3 PTGES PTGS1
HMG20B	KEGG-hsa04540	Gap_junction	89	0	56	5	0.00148511547446	1	TUBA1A TUBA1B TUBA4A TUBB TUBB4B
FOS	KEGG-hsa04514	Cell_adhesion_molecules_(CAMs)	136	0	95	8	0.00150453704796	1	CD274 HLA-A HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 PTPRC
IRF1	KEGG-hsa05160	Hepatitis_C	136	0	166	11	0.00151643461883	1	CLDN7 DDX58 EIF2AK2 IFIT1 IRF7 OAS1 OAS2 OAS3 SOCS3 STAT1 STAT2
MSC	KEGG-hsa05010	Alzheimer's_disease	166	0	45	6	0.0015223504286	1	CALM3 MT-ATP6 MT-CO3 MT-CYB NDUFB9 SNCA
JUNB	KEGG-hsa04115	p53_signaling_pathway	68	0	109	6	0.00153275786374	1	BID CCND1 CD82 CDKN1A GADD45G PMAIP1
ARID5B	KEGG-hsa05020	Prion_diseases	36	0	38	3	0.00154091445979	1	C1QC IL1B PRKACB
YY1	KEGG-hsa04141	Protein_processing_in_endoplasmic_reticulum	167	0	45	6	0.00157006514109	1	ATF4 DNAJA1 DNAJC1 HSP90AA1 HSP90AB1 HSPA8
NR3C1	KEGG-hsa05332	Graft-versus-host_disease	43	0	118	5	0.0015742106004	1	CD86 HLA-DPA1 HLA-DPB1 HLA-DRA IL1B
PKNOX1	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	300	12	0.00158023860191	1	CD14 CD36 CD38 CD44 CD9 CSF1R CSF2RA IL1B IL2RA IL3RA IL7R MME
TFEB	KEGG-hsa04062	Chemokine_signaling_pathway	190	0	102	10	0.00159188674357	1	CCL18 CCL2 CCL23 CCL7 CXCL2 FGR HCK LYN NFKB1 PRKACB
KLF6	KEGG-hsa04612	Antigen_processing_and_presentation	78	0	65	5	0.00161156586264	1	HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 HLA-E
KLF10	KEGG-hsa04621	NOD-like_receptor_signaling_pathway	59	0	51	4	0.00161595627652	1	CXCL2 HSP90AB1 IL1B PYCARD
HMGN3	KEGG-hsa05144	Malaria	51	0	59	4	0.00161595627874	1	CCL2 IL1B SDC2 TLR2
YBX1	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	140	15	0.001617863444	1	CCL18 CCL20 CCL23 CCL3 CCL3L3 CCL4 CCL4L2 CCL5 CCL8 CCR1 CXCL3 IL1B IL3RA RELT TNFSF10
NFE2L2	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	236	9	0.00161830262595	1	C1QA C1QB C1QC C2 C3 C3AR1 PLAUR SERPINA1 SERPING1
MEF2A	KEGG-hsa00480	Glutathione_metabolism	49	0	210	7	0.00161906334696	1	ANPEP GCLC GPX3 GSTM4 GSTP1 IDH2 MGST1
AHR	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	39	7	0.00163333306939	1	CCL2 CCL3 CCL4 CSF1R IL10RA IL2RA TNFSF12
PPARG	KEGG-hsa05162	Measles	135	0	169	11	0.00165032314727	1	CCND2 DDX58 HSPA8 IFIH1 IFNGR2 IRF7 NFKBIA OAS1 OAS2 STAT1 TNFSF10
IRF7	KEGG-hsa03320	PPAR_signaling_pathway	71	0	144	7	0.00165184132719	1	ACOX2 ACSL1 ACSL4 CD36 FABP4 PPARG UBC
PPARG	KEGG-hsa04612	Antigen_processing_and_presentation	78	0	169	8	0.0016823792731	1	HLA-A HLA-DMB HLA-E HSPA5 HSPA8 LGMN PSME1 TAP1
IRF1	KEGG-hsa04623	Cytosolic_DNA-sensing_pathway	62	0	166	7	0.00168932405105	1	AIM2 CASP1 CCL5 DDX58 IRF7 PYCARD TMEM173
ZNF385A	KEGG-hsa05110	Vibrio_cholerae_infection	54	0	7	2	0.00169256183293	1	ACTB ACTG1
NFKB2	KEGG-hsa04620	Toll-like_receptor_signaling_pathway	102	0	129	8	0.00169635567777	1	CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKBIA STAT1
STAT5A	KEGG-hsa04978	Mineral_absorption	51	0	60	4	0.00172037402211	1	ATP2B1 MT1M MT2A SLC8A1
TCF7L2	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	0	26	3	0.00173581838312	1	ACTB ACTG1 TUBA1A
NR3C1	KEGG-hsa04940	Type_I_diabetes_mellitus	44	0	118	5	0.00174791207229	1	CD86 HLA-DPA1 HLA-DPB1 HLA-DRA IL1B
ZNF385A	KEGG-hsa05130	Pathogenic_Escherichia_coli_infection	55	0	7	2	0.00175543176757	1	ACTB ACTG1
CEBPZ	KEGG-hsa05214	Glioma	65	0	6	2	0.00175884180159	1	CDKN1A MDM2
NFKB2	KEGG-hsa04145	Phagosome	152	0	129	10	0.0017653898376	1	CALR CD36 HLA-A HLA-DQA1 HLA-DQB1 HLA-DRA HLA-E TAP1 TUBB2A TUBB4B
YY1	KEGG-hsa00260	Glycine,_serine_and_threonine_metabolism	32	0	45	3	0.00178615080112	1	ALAS1 DLD PSAT1
HMGN3	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	59	5	0.00178647271892	1	CD14 CD55 IL1B IL3RA TFRC
ETS2	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	194	8	0.00182430866891	1	C1QA C1QB C1QC C2 C3AR1 CD55 PLAUR SERPINA1
RBPJ	KEGG-hsa03320	PPAR_signaling_pathway	71	0	108	6	0.00182923206693	1	ACSL4 CD36 GK NR1H3 OLR1 SCD
CREB3L2	KEGG-hsa04978	Mineral_absorption	51	0	61	4	0.00182939859319	1	FTH1 MT1E MT1F MT1X
YBX1	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	140	6	0.00183011144742	1	C3 FCGR1A FPR2 HLA-DMA HLA-DMB ICAM1
CEBPD	KEGG-hsa04612	Antigen_processing_and_presentation	78	0	40	4	0.00183211785841	1	HLA-DMA HSP90AA1 HSPA8 IFI30
NR3C1	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	118	7	0.00183271637319	1	ANPEP CD14 CD33 CD38 CD9 HLA-DRA IL1B
IRF5	KEGG-hsa04145	Phagosome	152	0	88	8	0.00186780972717	1	CD36 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 HLA-E MRC1 TAP1
STAT4	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	152	8	0.00186780973207	1	ANPEP CD33 CD38 CD44 CD9 IL1B IL2RA IL7R
IRF8	KEGG-hsa04145	Phagosome	152	0	51	6	0.00187627832794	1	FCGR3A HLA-DPB1 HLA-DRB5 HLA-E OLR1 TAP1
MITF	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	40	7	0.00190440768196	1	CCL15 CCL18 CCL2 CCL23 IFNGR2 TNFRSF4 TNFSF13B
YBX1	KEGG-hsa05330	Allograft_rejection	38	0	140	5	0.00191089931357	1	CD80 CD86 HLA-DMA HLA-DMB HLA-E
ATF5	KEGG-hsa04142	Lysosome	121	0	64	6	0.00191138333932	1	CTSB DNASE2B HEXB LGMN LIPA SCARB2
PLSCR1	KEGG-hsa05010	Alzheimer's_disease	166	0	47	6	0.00191561781401	1	BID CALM2 MT-ATP6 MT-CO3 MT-CYB NDUFB9
STAT1	KEGG-hsa05160	Hepatitis_C	136	0	197	12	0.00191805009716	1	CDKN1A DDX58 EIF2AK2 IFIT1 IRF1 IRF7 NFKBIA OAS1 OAS2 OAS3 SOCS3 STAT2
NFKB2	KEGG-hsa05142	Chagas_disease_(American_trypanosomiasis)	104	0	129	8	0.00192090307347	1	CALR CCL2 CCL3 CCL3L3 CCL5 IFNGR2 NFKB1 NFKBIA
STAT5A	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	60	5	0.00192618135687	1	CD14 CD55 IL1B IL2RA MME
IRF3	KEGG-hsa05320	Autoimmune_thyroid_disease	53	0	28	3	0.00193959966887	1	HLA-DPA1 HLA-DRA HLA-DRB1
SP3	KEGG-hsa04978	Mineral_absorption	51	0	62	4	0.00194313495335	1	ATP1B1 MT1E MT1F MT1X
LYL1	KEGG-hsa05152	Tuberculosis	180	0	30	5	0.00195628755407	1	CTSD CYP27B1 FCGR1A HSPD1 MRC1
TSC22D1	KEGG-hsa04380	Osteoclast_differentiation	130	0	60	6	0.00197222684717	1	ACP5 CSF1 JUNB LILRA1 NCF2 TREM2
HMGA1	KEGG-hsa04062	Chemokine_signaling_pathway	190	0	263	18	0.00199172459641	1	CCL1 CCL15 CCL18 CCL22 CCL23 CCL3 CCL4 CCL4L2 CCL8 CXCL2 CXCL3 CXCR4 FGR GNGT2 HCK NCF1 NFKBIA PRKACB
TCF4	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	97	5	0.00200802467948	1	C1QB C2 FCGR2A FCGR3A ICAM1
HMGN3	KEGG-hsa05152	Tuberculosis	180	0	59	7	0.00200816464012	1	CALM1 CD14 CORO1A HLA-DMA HLA-DMB IL1B TLR2
NR1H3	KEGG-hsa04380	Osteoclast_differentiation	130	0	180	11	0.00201684227733	1	CSF1 CTSK CYBB FCGR2A FCGR2B FCGR3A IFNGR1 IL1B JUNB LILRA2 NCF2
MAFB	KEGG-hsa04380	Osteoclast_differentiation	130	0	104	8	0.00201732576384	1	CSF1 CSF1R FCGR2A FCGR3A IFNGR1 JUNB LILRA2 NCF2
CEBPZ	KEGG-hsa05218	Melanoma	70	0	6	2	0.00203746118401	1	CDKN1A MDM2
SNAI3	KEGG-hsa05152	Tuberculosis	180	0	9	3	0.00207628194598	1	IL1B LSP1 MRC1
TFEB	KEGG-hsa05142	Chagas_disease_(American_trypanosomiasis)	104	0	102	7	0.00207828337623	1	C3 CCL2 GNA15 IFNGR2 IL1B NFKB1 TLR2
REL	KEGG-hsa04062	Chemokine_signaling_pathway	190	0	42	6	0.00210631443089	1	CCL20 CCL22 CCL4 CCL5 CXCL3 NFKBIA
EGR2	KEGG-hsa04115	p53_signaling_pathway	68	0	116	6	0.0021082350214	1	CCND1 CCND2 CDKN1A CYCS GADD45B GADD45G
CEBPD	KEGG-hsa05322	Systemic_lupus_erythematosus	136	0	40	5	0.00212336145284	1	C2 C3 FCGR1A FCGR3A HLA-DMA
TFEB	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	102	12	0.00212398397787	1	CCL18 CCL2 CCL23 CCL7 CXCL2 IFNGR2 IL10RA IL1B IL2RA TNFRSF21 TNFSF14 TNFSF9
IRF8	KEGG-hsa05310	Asthma	30	0	51	3	0.00212443729844	1	CD40 HLA-DPB1 HLA-DRB5
XBP1	KEGG-hsa04621	NOD-like_receptor_signaling_pathway	59	0	26	3	0.00212584506531	1	HSP90AA1 HSP90AB1 HSP90B1
HMGN3	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	59	4	0.00214059149496	1	C1QC C5AR1 HLA-DMA HLA-DMB
JUN	KEGG-hsa04145	Phagosome	152	0	36	5	0.00214559718286	1	CLEC7A FCGR2B NCF2 TUBA1A TUBB
ZNF32	KEGG-hsa05140	Leishmaniasis	72	0	6	2	0.00215445022577	1	FCGR1A TLR2
ZNF385A	KEGG-hsa05131	Shigellosis	61	0	7	2	0.00215587629089	1	ACTB ACTG1
FOXN2	KEGG-hsa04640	Hematopoietic_cell_lineage	88	0	5	2	0.00215640322397	1	MME TFRC
MSC	KEGG-hsa04142	Lysosome	121	0	45	5	0.00216173039477	1	ACP5 CTSD DNASE2B SCARB2 SLC11A1
IRF7	KEGG-hsa05330	Allograft_rejection	38	0	144	5	0.00216337217023	1	CD40 CD86 HLA-A HLA-DMB HLA-E
REL	KEGG-hsa04380	Osteoclast_differentiation	130	0	42	5	0.00217122090545	1	CSF1 CYBB JUNB NFKB2 NFKBIA
EGR2	KEGG-hsa04060	Cytokine-cytokine_receptor_interaction	267	0	116	13	0.00218705462019	1	CCL1 CCL22 CCR7 CSF1 CXCL2 CXCL3 CXCR4 IFNGR1 IL10RA IL2RA TNFRSF12A TNFRSF1B TNFSF14
ZHX1	KEGG-hsa05143	African_trypanosomiasis	35	0	12	2	0.00219437432513	1	IL18 IL1B
SOX4	KEGG-hsa04115	p53_signaling_pathway	68	0	80	5	0.00220586056138	1	BID CD82 CDKN1A CDKN2A PMAIP1
CEBPZ	KEGG-hsa05220	Chronic_myeloid_leukemia	73	0	6	2	0.00221412766333	1	CDKN1A MDM2
STAT1	KEGG-hsa05150	Staphylococcus_aureus_infection	55	0	197	7	0.0022257621807	1	C3 C5AR1 CFD FCGR2A HLA-DQA1 ICAM1 PTAFR
STAT5A	KEGG-hsa05323	Rheumatoid_arthritis	91	0	60	5	0.0022337919769	1	CCL20 CD86 HLA-DPA1 HLA-DPB1 IL1B
MEF2A	KEGG-hsa04380	Osteoclast_differentiation	130	0	210	12	0.00223895158055	1	CSF1 CTSK CYBB FCGR2A FCGR3A IFNGR1 IL1B LILRA2 LILRB2 NFKBIA PPARG TREM2
STAT4	KEGG-hsa03320	PPAR_signaling_pathway	71	0	152	7	0.00225200132295	1	ACSL1 ACSL4 DBI FABP3 GK PCK2 PPARG
HIF1A	KEGG-hsa05162	Measles	135	0	80	7	0.00228365931196	1	CCND2 HSPA8 IFNGR2 IL1B IL2RA STAT2 TLR2
RBPJ	KEGG-hsa05144	Malaria	51	0	108	5	0.00229946458826	1	CCL2 CD36 CD40 ICAM1 IL1B
STAT4	KEGG-hsa05152	Tuberculosis	180	0	152	12	0.00230136802845	1	C3 CALM3 CLEC4E CYP27B1 HLA-DMA HLA-DMB IFNGR2 IL10RA IL18 IL1B MRC1 TLR2
PKNOX1	KEGG-hsa04672	Intestinal_immune_network_for_IgA_production	47	0	300	8	0.00232235747684	1	CD40 CD80 CD86 HLA-DMB HLA-DPB1 HLA-DQA1 IL15RA TNFSF13B
NFAT5	KEGG-hsa04610	Complement_and_coagulation_cascades	69	0	23	3	0.00232410084958	1	C1QA C3AR1 SERPINA1
