	Atf6	Batf	Bcl11b	Crem	Ddit3	Egr2	Etv6	Fosl2	Hif1a	Id2	Ikzf3	Ikzf4	Irf4	Irf8	Lef1	Maf	Nfatc2	Nfe2l2	Pou2af1	Prkrir	Rorc	Satb1	Sp4	Stat3	Zeb1	Zfp36l2
Sept8	0	0	0.604194461351	0	0	0	0	0	0	0	0	0	0.673626412063	0	0.667798875687	0	0	0	0	0	0	0.648132424006	0	0	0	0
Sept9	0	0	-0.684125011086	0	0	0	0	0	0.603422995232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.637307136958
Sepw1	0.596046592263	0.608179380573	0.670095470979	0.669249825426	0	0.930965935629	0.317657322502	0	0	0	0.587714758177	0	0	0.285330704201	0	0	0	0	0	0.673510692145	0	0.606167634309	0	0	0	0.618825613015
Serbp1	0	0	0	0	0	-0.282508662302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11993332725	0
Serf2	0.645752747747	0	0	0	0	0	0	0	0.597242364748	0	0	0	0	0	0	0	0.641287145789	0	0	0	0	0	0	0	0	0
Sergef	0	0	0	0	0	0	0	0	0	0	-0.610909286671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serinc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417055644029	0.656752074297	0	0
Serp1	0.663084030828	0	0	0	0	0	0	0	0	0	-0.606944549298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669321037683
Serpina3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.688928234392	0	0
Serpina3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.688866793613	0	0
Serpinb1a	0	-0.688086134294	0	0	0	0.482406779295	0.520277781584	0.689037931378	0.687017283582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6a	0	0.674798447128	0.596088132746	0	0	0.650906734857	0	0	0.621264632823	-0.673257221407	0	0	0	0	0	-0.611715245134	0	0	0	0	-0.639743083165	0.654778901339	0	0.658419627986	0	0.674380075117
Serpinb6b	0.650253955833	0	-0.68583812459	-0.67447519451	-0.677843594903	-0.654824987498	0	0	0.605615739317	0.66671882312	0.678356092807	0	0	0	0	-0.688375267375	0	0	0	0	-0.688006622697	0	0	-0.686051360238	0	-0.664279639244
Serpinb6c	0	0	0	0	0	0	0	0	0	0	0.600951336474	0	0	0	0	0	0	0	0	0	-0.650379566379	0	0	-0.673174095646	0	0
Serpinb9	0	-0.655659859269	-0.676390701171	0	-0.660267917746	0	0	-0.659913729722	0	0.651274664853	0.674896363981	0	0	0	0	-0.688649943802	0	0	0	0	-0.686835633719	0	0	-0.687551238094	0	0
Serpinc1	0	-0.681277050239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588269620348	0	-0.661720811478	0	-0.685115291888	0	0
Serpine1	-0.673358417985	0.687782815346	0.6794064736	0	0	0.666971033197	0	0	0.688868802268	0	0.678305650792	0	0	0	0	-0.682932337127	0	0	0	-0.620371166743	0	0	0.93750058697	0.688741213641	0	0.682513108318
Serpine2	0.636554497867	0.662466857933	-0.630107723244	0	0	-0.652021825568	0.64712061652	-0.688686085437	0	0	-0.664691653885	0	-0.68746449817	0	0	-0.688631872984	0	-0.659440274302	0	0	-0.687587379729	0	0	-0.688736683726	0	0
Serpinf1	0	0.688011288005	0.603942251274	0	0	0.628762690064	0	0.686198342625	0.687560277043	0	0.598978163515	0	0.686459454235	0	0	0.634391425556	0	0	0	0	-0.626005647658	0.659573859987	0	0.688714509044	0	0.656734271234
Sertad1	0	0	0	0	0	0	0	0.600141297049	0.686269554882	0	0	0	0	0	0	0	0	-0.659545085044	0	0	0	0	0	0.658318743955	0	0
Sertad3	0	0	0	0	-0.632529212796	0	0	0.615552816364	0.638233920264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sesn1	0	0	0	0	0	0	0.504884011677	0	0	0	0	0	-0.681027672957	0	0	0	0.652057999681	0	0	0	0	0	0	0	0	0
Sesn2	-0.681931213834	0	0.676477869526	0	0	-0.518113639024	-0.681862544728	0	-0.65927402278	0	-0.679159150421	0	0.673887523672	0	0	0	-0.67400173909	0	0	-0.677543619331	0	0	0	0	0	0.659668809663
Sesn3	0	0.683875042736	-0.681295121056	0	0	-0.66993580514	0	0.66428277049	0	0	0.665828669905	0	0	0.211123599077	0	0.658802393868	0	0	0	0	-0.686083887709	0	0	0.670282403154	0	0
Sestd1	0	0.68645351988	-0.67988921145	0	0	-0.657239248723	0	0	0	0	0	0	0.680080022866	0.369134065189	0	0	0	0	0	0	-0.673589724449	0	0	0	0	-0.638167307874
Set	0	0	0	0	0	-0.363537144775	-0.193639416709	0	0	0	0	0	0	0	0	0	0	0	-0.204148791483	0	0	0	0	0	0	0
Setd3	0	0	0	0	0	0	0	0	0	0	0	0	0.593026005689	0	0	0	0	0	0	0	0	0	0	0	0	0
Setd4	0	0	0	0	0	0	0	0	0	0	-0.605874756899	0	0	0	0	0	0	0	0	0	0	0	0.665615625869	0	0	0
Setd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39115757389	0	0	0	0	0	0	0	0	0.34907768745	0	0	0
Setd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591438565791	0	0
Setd8	0	0	0	0	0	0	0	0	0	0	-0.621704793079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setdb1	0	0	-0.670976684231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Setx	0	0	-0.644611361415	0	0	0	0	0.664333212506	0.63726365326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651476432914	0	0
Sf3a2	0	0	0	0	0	0	-0.329683985087	0	0	0	0	0	0	-0.342830031756	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b3	0	-0.610146698169	0	0	0	0	0	-0.606677101199	0	0	-0.656924816498	0	0	-0.227512576059	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b4	0	-0.617515977569	0	0	0	0.658707444191	-0.255844336445	-0.613601838486	0	0	-0.637440861008	0	0	0	0.670552416296	0	0	0	0	0	0	0.674225781893	0	0	0	0
Sf3b5	0	0	0	0	0	0	0	0	0.589284395012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	0	-0.676477441095	0	0	0	0	0	0	0	0.676080267757	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67725448625	0.433144924579	0
Sfmbt1	0	0	0	0	0	0	0	0	0	0	-0.651818003457	0	0	0	0	-0.604750752047	0	0	0	0	0	0	0	0	0	0
Sfmbt2	0	0.601728736947	0.651565448236	0	0	0	0	0	0	0	0	0	0	0	0.61865054955	-0.644329456661	0	0	0	0	0.666285615222	0	0	-0.636786697412	0	0
Sfn	0	0	0	0	-0.662783375551	0	-0.663517050743	0	0.663158210263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63219309559
Sfpq	0	-0.629880030942	0	0	0	0	0	-0.638402228502	0	0	-0.626576685492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d1	0.674029948186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d2	0	0	-0.637910702264	0	0	0	0	0.588361602846	0	0.668671225836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sftpb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01930816076	0
Sfxn3	0	0	-0.641040567865	0	0	0	0	0.652547583949	0	0	0	0	0	0	0.601553673482	0	0	0	0	0	0	0	0	0.657909273476	0	0
Sgk1	0.681833624698	0	0	0.684064942088	0.685726561421	0.342615110012	-1.0407803664	0	0.638928239771	0	0.617683249724	0	0	0.356080554272	0.672231838694	0	0	0	0	0.676213790739	0	0	-0.242595007939	0	0.205816524515	0
Sgms1	0.646660704025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682848399362	0	0.648981036737	0	0	0	0
Sgpl1	0	0	0	0	0	0	0	0.627290970083	0	0	0	0	0	0	0.633320274521	0	0	0	0	0	0	0	0	0.610998199085	0	0
Sgpp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211166881928	0	0	0	0	0	0	0	0	0	0	0	0
Sgsh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668976845107	0	0	0	0	0	0	0	0	0	0	0
Sgsm2	0	0	-0.620765110566	0	0	0	0	0	0	0	0	0	0	0	0.666104617402	0	0	0	0	0	0	0	0	0	0	0
Sgsm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659461107247	0	0	0	0	0	0	0	0	0	0	0
Sh2b1	0	0	0	0	0	0	0	0.662054420277	0.644640056229	0	0	0	0	0	0.661185037304	0	0	0	0	0	0	0	0	0	0	0
Sh2b2	0	0	0	0	0	0	0	0	0	0	0	0	-0.662385817564	0	0.645598454523	0	0	-0.674099321505	0	0	0	0	0	0	0	0
Sh2d1a	0	0	0	0	0	0	0	0	0	0	0	0	0.681370745027	0	0	0	0.678243340067	0	0	0	0	0	0	-0.661471434196	0	0
Sh2d3c	0	-0.626555000511	0	0	0	0.550856369701	0	0	0	0	0	0	-0.656267038739	0	0.637687959626	0	0	0	0	0	0	0	-0.636296717972	-0.625821325318	0	-0.65546469444
Sh3bgrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.655699615068	0	0	0	0	-0.631744939314	0	0	-0.683113045303	0	0
Sh3bgrl3	0	0	0	0	0	0	0	0	0.621128142663	0	0	0	0.638794716789	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3bp1	0	0	-0.625015366856	0	0	0.252745582802	0.400757411784	0	0	0	0	0	0	0.427171891114	0.64523942606	0	0	0	0.247271346883	0	0	0	-0.390894891759	0	0	-0.650755439384
Sh3bp2	0	-0.674977563238	0	0	0	0	0	-0.664424205784	0	0	0	0	0	0	0	-0.680937318869	0	0	0	0	0	0	0	-0.680055462972	0	0
Sh3bp4	-0.622651703919	-0.671301958947	-0.639041935443	0	0	0	0	0	0	0	0	0	0	-0.767151224738	0	0	-0.621220495169	0	0	0	0	0	0	-0.629395733031	0	0
Sh3bp5	0	-0.67258137283	-0.61089844418	0	0	0.364244595516	0.401990226787	0	0	0	-0.615965501423	0	0	0.348573218356	0.603684106841	0	0	0	0.267422946895	0	-0.606037394257	0	-0.584557293154	0	0	0
Sh3bp5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613095993493	0	0	0	0	0	0	0	0	0	0	0
Sh3gl1	0	0	0	0	0	0.285860546	0	0	0	0	0	0	0	0	0.602666365	0	0	0	0	0	0	0	0	0	0	0
Sh3glb2	0	0	0	0	0	0.26876561079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3kbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.635416929442	0	0	0	0	0
Sh3rf1	0	0	0	0	0	0	0	0	0	0	0	0	0.611122820535	0	0	0	0	0	0	0	0	0	0	0.674923068578	0	0
Shc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639091434527	0	0	0	0	0	0	0	0	0	0	0
Shcbp1	0	-0.600283645946	0	0	0	0.205514738566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shf	0	0	0	0	0	0.633523630471	0	0	0	0	0	0	0	0.964688187572	0	0	0	0	0	0	0	0	-0.774503339394	0	0	0
Shfm1	0	0	0	0	0	0	0	0	0	0	0	0.277392927793	0	0	0	0	0	0	0	0	-0.626685110398	0	0	0	0	0
Shisa5	0	0	0	0	0	0	0.204833556039	0.674495795035	0	0	0	0	0	0.270472746142	0	0	0.66875727398	0	0	0	-0.632720763462	0	0	0	0	0
Shkbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662161238663	0	0	0	0	0	0	0	0	0	0	0
Shmt1	0	-0.677438808589	0.638536572357	0	0	0	-0.336116712283	-0.670289993164	0	0	-0.67893145812	0	0	-0.385271106127	0	0	0	0	0	0	0	0	0	0	0	0
Shmt2	0	0	0.680655655278	0.67237129603	0	0.676172250255	0	0	0	0	0	0	0.617650610773	0	0	0	0	0	-0.218769440116	0	0	0	0	0	0	0.668199444633
Shq1	0	0	0	0	0	0	0	0	0	0	-0.620045892028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siae	0	0	-0.643747576335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah1b	0	-0.623638370557	0	0	0	0	0	0	0	0	-0.64842430392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah3	0	0.659567925632	0	0	0	0	-0.63937805265	0	0	0	0.607909367432	0	0	0	0	0	0	-0.660304059381	0	0	-0.634029090653	0	0	0	0	0
Sidt1	0	0	0	0	0	0	-0.659960713848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.669603302097	0	0
Sigirr	0	0	0	0	0	0	0	0.629605368441	0.630510357541	0	0	0	0	0.302612800429	0	0	0	0	0	0	0	0	0	0.676017957031	0	0
Sigmar1	0	0	0	0	0	0	0	-0.643769261316	0.626653026947	0	-0.617920763883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sik1	0	-0.615206527085	0	0	0	0	0	0	0	0	0.631854488895	0	0	0	0	0	0	0	0	0	0	0	0	-0.625850238627	0	0
Sik3	0	0	0	0	0	0	0	0	0	0	0	0	0.652781990962	-0.365113237564	0	-0.619102595351	0	0	0	0	0	0	0	0.652253833388	0	0
Sipa1	0	0	0	0	0	0	-0.67067670866	0	0.644387846152	0	0	0	0	0	0.674730202048	0	0	0	0	0	0	0	0	0	0	0
Sipa1l1	0	0	0	0	0	0	0	0.628406628779	0.654004468043	0	0.660935794404	0	0	0	0.60029855745	0	0	0	0.276863384496	0	-0.646787087849	0	0	0.642916126171	0	0
Sipa1l3	-0.668750359508	0	0	0	0	0	-0.657058540548	0	0.590943047168	0	0	0	0	0	0.678504451677	0	0	0	0	0	0	0	0	0	0	0
Sirt1	0	0	0	0	0	0	0	0	0	0	-0.633931508238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt2	0	0	0	0	0	0	0	0	0	0	0	0	0.655784774472	0	0	0	0	0	0	0	0	0	0	0.654541527149	0	0
Sirt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.652316758021	0	0	0	0	0	0	0	0	0	0
Sirt4	0	0.670973755484	0	0	0	0	0	0	0	0	0	0	0.658612494515	0	0	0	0	0	0	0	0	0	0	0.628415530311	0	0
Sirt5	0	0	0	-0.622431239945	0	0	0	0	0	0	0	0	0	0	0.613686461792	0	0	0	0	0	0	0	0	0	0	0
Sirt6	0	0	0	0	0	0	0	0	0.669656328727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt7	0	0	0	0	0	0	0.322516941933	0	0	0	0	0	0	0	0.617938426979	0	0	0	0	0	0	0	0	0	0	0
Sit1	0	0	-0.64335001835	-0.655930921533	-0.660741373167	0.341976314829	0	0	0	0	0	0	0	0	0	0	0	0.660745895052	0	0	0	0	0	0	0	-0.636844524028
Siva1	0	0	0	0	0	0.361934186769	0	0	0	0	-0.623652827211	0.303191895128	0	0	0	0	0.673721361739	0	0	0	0	0	0	0	0	0
Ska1	0.603087704188	0	0	0	0	0	0	0	0	0	0	0	0.635872047069	0	0	0	0	0	0	0	0	0	0	0	0	0
Skap1	0.621398155805	0	0	0	0	0.22762361896	0.446974541794	0.644473894296	0	0	0	0	0	0.361456582893	0	0	0	0	0	0	-0.615998028895	0	-0.403614079963	0	0	0
Skap2	0	0	-0.622268602587	0	0	0	0.521859844421	0	0	0	0	0	0.662158271485	0	0	0	0	0.658416660808	0	0	0	0	-0.355343253289	0.673709493029	0	0
Ski	0	0	0	0	0	0	0	-0.61407890807	0	0	-0.653809407551	0	0	0	0.662066288987	0	0	0	0	0	0	0	0	0.61866241826	0	0
Skil	0	0	0	0	0	0	0	0	0	0	0	0	0.653446638695	0	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	-0.652302301367	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656075557855	0	0	0	0	0	0	0	0	0	0	0
Skiv2l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.346710563243	0
Skp1a	0.66522336572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skp2	0	-0.601863035401	0	0	0	0	0	0	0	0	0	0	0	0	0.618620877777	0	0	0	0	0	0	0	0	0	0	0
Sla	0	-0.650184401549	0	0	0	0	0.674483926326	0	0	0	0	0	0.673932031333	0	0	0	0.676964486616	0	0	0	0	0	0	0	0	0
Sla2	0	0	-0.674406525403	0	0	0.116465496012	0	0	0	0	0	0	0	0	0	0	0	0	0.363578935114	0	0	0	0	0	0	0
Slain1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604971861825	-0.649584450407	0	0	0	0	0	0	0	0	0	0
Slamf1	0	0	0	0	0	0	0	0	0	0	-0.655967063168	0	0	0	0	0	0.669869965498	0	0	0	0	0	0	0.683744486931	-0.846636449689	0
Slamf6	0	0	-0.68523094512	-0.678494144334	-0.682419125908	-0.679737416583	0.685716778972	0	0	0	-0.681555340829	0	-0.659461959283	0.479451605316	0	0	0	0	0	0	-0.683698539791	0	-0.566079993227	0	0	-0.68312027363
Slamf7	0.635605001105	0	0.681545808492	0	0	0	0	0.687073659952	0.687670062606	0.679083051266	0.681373712204	0	0.688423725661	0	0	0	0.621234961049	0	0	0	0.686756171972	0.681032486805	0	0.672062709583	0	0
Slbp	0	-0.672639199446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc11a2	0	-0.64667504878	0	0	0	0	0	0	0.590524675157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc12a2	0	-0.601653413918	0	0	0	0	0	-0.67184046931	0	0	-0.62848857799	0	0	0	0	-0.675060688999	0	0	0	0	0	0	0	0	0	0
Slc12a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647123583697	0	0	0	0	0	0	0	0.369913156511	0.612855652126	0	0
Slc12a6	0	0	-0.67934347276	0	0	-0.620960275396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.636952948934	0	0	0	-0.650097661625
Slc12a7	0	0.653485212001	-0.654369602896	0	0	0.281167192418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63284552614	0	0
Slc12a9	0	0	0	0	0	0	-0.628383767248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a3	-0.663802569661	0.68246563348	-0.685614046452	0	0	-1.37312587258	-0.624031253449	-0.654449114493	0	0	0	0	0.667487322061	-0.720229629012	0	0	-0.673647551066	0.656849991151	0	-0.674395682912	0.685557432311	0	0	0.591856937801	0	0
Slc15a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607284280668	0	0	0	0	0	0	0	0	0	0
Slc16a1	0	0	0.656683829218	0	0	0	-0.365704272359	0	0	0	-0.653679297665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a10	0	-0.686488674022	0.624662050924	0.680207611493	0	0.662282892936	0	0	0	0	0	0	0	0	0	0	0	0	-0.538964033206	0	0	0.673555199805	0	0	0	0
Slc16a3	-0.683380493402	0	0.65364543958	0	0	0	0	0	0.68907057033	0	0.637492125919	0	0	0	0	-0.65115299737	0	0	0	0	0	0.681711970425	0	0.680326298589	-0.830302397153	0.668335934793
Slc17a9	0	0	0	0	0	0.57880515148	0.333018257142	0.626160475501	0	0	0	0	0	0	0	0	0	0	0.285168318883	0	-0.604309824098	0	0	0	0	0
Slc19a1	0	0	0	0	0	0	-0.401315611313	0	0	0	-0.627577808785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a2	0	0	-0.672328381384	0	0	-0.649851898506	0	0	0.590871834911	0	-0.648915830157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.635608480108
Slc1a4	-0.652511922851	0	0.683228198067	0	0	0.679465817148	0	0	-0.624849115334	0	0	0	0.586156990052	0	0	0	0	0	0	0	0	0	0	0	0	0.679264049086
Slc1a5	0	-0.675031775691	0	0	0	0	0	0	0	0	-0.644405354095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc20a1	0	0	0	0	0	0	0	-0.657119981328	0	0	-0.649920567613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc20a2	0	-0.676408771988	0	0	0	0	0	0	0	0	-0.637943229736	0	0	0	0.591334714582	0	0	0	0	0	0	0	0	0	0	0
Slc22a5	0	0	0	0	0	0.619329840302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a2	0	0	0	0.666371663367	0	0	0	-0.616796759031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.614172876321	0	0
Slc25a1	0	0	0	0	0	0	0	0	0.638723504532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583061796019	0	0.409778154979	0
Slc25a13	0	0	0	0	0	0	0	-0.631032949102	0	0	-0.651124084062	0	0	0	0	-0.664850677079	0	0	0	0	0	0	0	0	0	0
Slc25a15	0	0	0	0.672685816832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a17	0	0	0	0	0	0	0	0	0	0	-0.670394803905	0.232821740138	0	0	0	-0.604602571343	0	0	0	0	0	0	0	0	0	0
Slc25a19	0	-0.609022693317	0	0	0	0	0	0	0	0	0	0	0	-0.288177223298	0	0	0	0	0	0	0	0	0	0	-0.44394474221	0
Slc25a22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627534278629	0	0	0	0	0	0	0	0	0	0	0
Slc25a23	0	0	0.679139427636	0.680204644316	0.680163103832	0.674884495272	0	0	0	-0.613103083922	0	0	0	0	0.68247750219	0	0	0	0	0.683355786694	0	0.687456425834	0	0	0	0.678442140952
Slc25a24	0	0.675825090501	-0.637372191901	0	0	0	0	0	0.616505280304	0	0	0	0	0	0	0	0	0	0	0	-0.680980688831	0	0	0.658413693631	0	0
Slc25a25	0	0	0	0	0	0	0	-0.618611069113	0	0	0	0	0	0	0.61036915748	0	0	0	0	0	0	0	0	0	0	0
Slc25a26	0	0	0	0	0	0	-0.641315244293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658872850631
Slc25a30	0	0	0	0	0	0	0	0	0	0	0	0	0.589088561305	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a32	0	0	0	0	0	0	0	-0.627733217816	0	0	-0.674149919794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a33	0	0	0.617819739884	0	0	0	0	0	0	-0.667055316821	-0.670246623201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a36	0	0	0	0	0	0	0	0.614962348066	0.667392372385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a37	0.651420056544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a45	0	-0.63105101992	0	0	0	0	0.676463203887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a46	0.644100029946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a5	0.67281340546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.183279293146	0	0	0	0	0	0	0
Slc26a2	0	0	-0.645612484707	0	0	0	0	-0.643563253996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649055216172	0	0	0	0	0	0	0	0	0	0	0
Slc27a4	0	0	0	0	0	0	0	0	0.678192898052	0	0	0	0.58847138841	0	0	0	0	0	0	0	0	0	0	0.64827484852	0	0
Slc28a2	0	0	-0.638655219948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc29a1	0	-0.681016830466	0	0	0	0	0	0	0	0	-0.661236513567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc29a2	0	0	0	0	0	0	-0.629142741586	0	0	0	-0.66168105568	0	0	0	0.601040351795	0	0	0	0	0	0	0	0	0	0	0
Slc29a3	0	0	0	0	0	0	0	-0.665396415769	0	0.666864214812	0	0	0	0	0	-0.654586452707	0	0	0	0	-0.633027967361	0	0	0	0	0
Slc2a1	0	0	0.637011443183	0	0	0.938476287008	0	0	0.688687804448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649550734794	0	0
Slc2a3	0	0.605129122226	0.669243891071	0	0	0.636429876416	0	0.685598972794	0.688981555008	0.673347497389	0.68639714351	0	0.669706770742	0	0	0	0	0	0	0	0	0.683679209029	0	0.679685388274	0	0.681367777849
Slc2a6	-0.610233438094	0	-0.686832019556	0	0	0	0	-0.647578589658	0	-0.665042227745	0	0	-0.645547429764	0	0	-0.682625133228	0	0	0	0	0	0	0	0	0	0
Slc2a8	0	0	0	0	0	0	0	0	0.592557191663	0	0.607980579689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a4	0	0	0.641607600946	0.680014744963	0	0.64025456806	0	0	0	0	0	0	0	0	0	-0.676336488718	0	0	0	0	0	0.676006088322	-0.25554792354	0.608784684759	0	0.671736320071
Slc30a6	0.650690130909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676133676949	0	0.633795022902	0	0	0	0	0	0	0	0	0
Slc30a9	0	0	0	0	0	0	0	0	0.671890613295	0	0	0	0	0	0	-0.63159675861	0	0	0	0	0	0	0	0	0	0
Slc31a1	0	-0.641597149046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.668688918728	0	0	0	0	0	0	0	0	0	0
Slc35a3	0	0	0	0	0	0.664733781452	0	0	0	0	0	0	0	0	0.674071488669	0	0	0	0	0	0	0.683210395002	0	0	0	0.659826070064
Slc35a4	0	0	0	0	0	0	0	0	0	0	-0.64195133707	0	0	0	0.606247748099	0	0	0	0	0	0	0	0	0	0	0
Slc35a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.623045647742	0	0	0	0	0	0	0	0	0	0
Slc35b1	0.649847452533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657081430987	0	0	0.297156176154	0	0	0
Slc35d1	0	0	0	0	0	0	0	0	0	0	-0.622442082435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35d2	0	0	-0.664496489055	0	0	0	0	0	0	0.624872720518	0	0	0	0	-0.617523205896	0	0	0	0	-0.644596904761	-0.657112753001	0	0	0	0	0
