	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Etv6	Kdm6b	Jmjd6
Cops3	0.883188044832	0.916859852476	0	0	0.852543347064	0	0	0	0.928891656289	0	0
Cops4	0.90058434716	0.900641823929	0.838365743845	0	0	0.883082670754	0	0	0	0	0
Cops6	0	0.862046173005	0.794156528403	0.91969537312	0.895037838873	0	0.977679854392	0.792853721621	0.953012740684	0	0
Cops7a	0	0	0	0	0	0	0	0	0.865523517578	0	0
Cops7b	0	0.840367851327	0	0.826899128269	0.921438835137	0	0	0	0.750732828815	0	0
Copz1	0	0	0	0	0	0	0.803860523039	0	0	0	0
Copz2	0	0.768090813296	0	0	0	0	0	0	0	0	0
Coq10a	0	0	0	0	0	0	0.991359325606	0	0	0	0
Coq10b	0.83593256059	0.921132292365	0	0.799406073379	0	0.76418239295	0.980630328576	0	0	0	0
Coq2	0	0	0	0	0	0	0	0	0	0	0.878350416707
Coq4	0	0	0	0	0	0	0	0	0.793514704474	0	0
Coq5	0	0	0	0.817731583485	0	0	0	0.922415940224	0	0.818066864642	0
Coq7	0	0.844103841364	0	0	0	0	0	0	0	0	0.8807740205
Coq9	0	0	0.81875658588	0	0	0	0	0	0.798678034294	0	0
Coro1a	0.928412683207	0.983494587604	0.96312865217	0.870332407319	0.943691924514	0.816850273015	0.942101733883	0.933202414024	0.963291503018	0	0
Coro1b	0	0	0	0	0	0	0.981837340741	0	0	0	0
Coro1c	0.847753616247	0.906523613373	0	0	0	0.802615193026	0.819513363349	0	0	0	0
Coro6	0	0	0	0	0	0	0.872162084491	0	0	0	0
Coro7	0	0.77825462209	0	0	0	0	0	0	0	0	0
Cotl1	0.877210460772	0	0.884002299071	0	0	0.765983331737	0.884366318613	0	0	0	0
Cox15	0	0.75662419772	0	0	0	0.767678896446	0	0	0	0	0
Cox16	0	0	0	0	0	0	0	0	0.812673627742	0	0
Cox17	0	0.809215442092	0	0	0	0	0	0	0	0	0
Cox18	0	0	0.805575246671	0	0	0	0	0	0	0	0
Cox19	0	0	0	0	0	0	0	0	0	0	0.830855445924
Cox4i2	0	0	0	0	0	0	0	0	0	0	0.802145799406
Cox5a	0	0.765619312195	0.871443624868	0.776242935147	0	0	0	0.80932081617	0.805182488744	0	0
Cox5b	0	0	0	0	0	0	0	0	0.848424178561	0	0.816773637322
Cox6a1	0	0	0	0	0	0	0.828355206437	0	0.915451671616	0	0
Cox6b1	0	0	0	0	0	0	0	0	0	0	0.807098381071
Cox7a1	0	0	0	0	0	0.886512118019	0.887910719418	0.860312290449	0	0	0
Cox7a2	0	0	0	0.793984098094	0	0	0	0	0.870035444008	0	0
Cox7b	0	0	0	0	0	0	0	0.822138135837	0	0	0
Cox8a	0	0	0	0	0	0	0.948318804483	0	0.918488360954	0	0
Cox8b	0	0	0	0	0	0	0.90727081138	0	0	0	0
Cpa2	0.759411821056	0	0	0	0	0.848405019638	0	0	0	0	0
Cpd	0.991780821918	0.99472171664	0.99267171185	0.89806494875	0.962151547083	0.986387585018	0.966558099435	0.890909090909	0	0	0
Cpe	0	0	0	0	0.841526966184	0	0	0	0	0	0.811131334419
Cpm	0.983360475141	0.984826132771	0.951460867899	0.906561931219	0.973531947505	0.989884088514	0.888945301274	0.78083149727	0	0.877938499856	0
Cpn2	0	0	0	0	0	0	0	0	0	0	0.933068301561
Cpne1	0	0	0	0	0	0	0.889999042054	0	0	0	0
Cpne2	0	0	0.817405881789	0	0	0.786828240253	0	0	0	0	0
Cpne5	0.865600153271	0.780726123192	0	0	0	0.751911102596	0	0	0	0	0
Cpox	0	0.849343806878	0	0	0	0	0.938154995689	0	0	0	0
Cpsf1	0	0	0	0.801475237092	0	0	0.974221668742	0	0	0.934897978734	0.84489893668
Cpsf2	0	0.76934572277	0	0	0	0	0	0	0	0	0
Cpsf3	0	0	0	0	0	0	0	0	0.85574288725	0	0
Cpsf3l	0	0	0	0	0	0	0	0	0.752476290832	0	0
Cpsf7	0	0	0	0	0	0	0	0	0.844563655523	0	0
Crabp2	0	0	0	0	0	0	0	0	0	0	0.761461825845
Cradd	0.964527253568	0.9708113804	0.967401092059	0.826247724878	0.902615193026	0.837426956605	0	0	0	0	0
Crb2	0	0	0	0	0	0	0	0	0	0	0.864824216879
Crbn	0	0.839639812243	0	0	0	0	0	0	0	0	0
Creb1	0.901120797011	0.889223105661	0.868588945301	0	0	0.828259411821	0	0	0	0	0
Creb3	0	0	0	0	0	0	0	0.751307596513	0.769882172622	0	0
Creb3l2	0.896513075965	0.756106906792	0	0	0	0.945799406073	0	0	0	0	0
Creb3l4	0	0	0	0.941708975956	0	0	0.781205096274	0	0.813736947984	0	0
Crebl2	0	0	0	0	0	0	0	0	0	0	0.887958616726
Crebzf	0	0.88024715011	0	0	0	0	0.813152600824	0.820643739822	0.767008334132	0	0
Creld1	0	0	0	0	0	0	0	0.796963310662	0	0	0
Creld2	0	0	0	0	0	0	0	0	0	0	0.81482900661
Crem	0.919733690967	0.896005364499	0.918440463646	0.782699492289	0.866251556663	0.895258166491	0.939994252323	0.85011974327	0	0	0
Crh	0	0	0	0	0	0	0	0	0	0	0.835175783121
Crhbp	0.818900277804	0.758875371204	0	0	0	0.785908611936	0	0	0	0	0
Crim1	0.863875850177	0.845100105374	0	0	0	0.786406743941	0	0	0	0.789481751126	0
Crip1	0	0	0	0	0	0	0	0.791828719226	0	0	0
Crip2	0	0	0	0	0	0	0	0.758243126736	0	0	0
Cript	0	0	0	0	0	0	0	0	0	0	0.854344285851
Crispld2	0	0	0	0.803276175879	0.930644697768	0	0	0	0	0	0
Crk	0	0.809129226937	0	0	0	0	0	0	0	0	0
Crlf1	0	0	0	0.755972794329	0	0	0.962247341699	0.789864929591	0.781109301657	0	0.866893380592
Crlf2	0	0	0.917654947792	0.882555800364	0	0.914723632532	0.865782163042	0	0.913162180285	0	0
Crlf3	0.803161222339	0.965264872114	0.8661174442	0	0	0	0	0.874758118594	0	0	0
Crnkl1	0	0	0	0	0	0	0	0	0.813200498132	0	0
Crocc	0	0	0	0	0	0	0	0	0	0	0.897250694511
Crtap	0	0	0	0	0	0.780074719801	0	0	0	0	0
Crtc2	0	0.961308554459	0.785985247629	0.968646422071	0	0	0.981923555896	0.927435578121	0.904214963119	0.772075869336	0
Crtc3	0.859526774595	0.910422454258	0.864910432034	0.854928633011	0	0.961825845387	0	0	0	0	0
Cry1	0.923785803238	0	0	0	0.895028259412	0.942983044353	0	0	0	0	0
Crybb1	0.986148098477	0.986215154708	0.976626113612	0.944745665294	0.937561069068	0.985649966472	0	0	0	0	0
Crybb2	0	0	0	0	0	0	0	0	0	0	0.804952581665
Crybg3	0.975601111218	0.957419293036	0.965695947888	0.88475907654	0.975122138136	0.971328671329	0	0	0	0	0
Crygn	0	0	0	0	0	0	0	0	0	0.773752275122	0
Cs	0	0	0	0	0	0	0.99449180956	0	0	0	0
Csde1	0	0	0	0.781051824887	0	0	0.905010058435	0.78130089089	0.754401762621	0	0
Cse1l	0.817061021171	0.914551202222	0	0	0	0	0	0	0	0	0
Csf2ra	0	0	0	0	0	0	0.841622760801	0	0	0	0
Csf2rb2	0.777584059776	0	0.848366701791	0	0.775160455982	0.870648529553	0	0	0	0	0
Csf3	0	0	0.804895104895	0	0	0	0	0	0	0	0
Csgalnact1	0.894012836479	0.819982756969	0	0	0	0.781569115816	0	0	0	0	0
Csk	0.792307692308	0.892336430693	0	0	0	0.780266309033	0.821956126066	0	0	0	0.845205479452
Csnk1a1	0	0	0	0	0	0	0.915058913689	0.805268703899	0	0	0
Csnk1d	0	0	0	0	0	0	0.94741833509	0	0	0	0
Csnk1g3	0.987738289108	0.97250694511	0.924705431555	0	0	0.94132579749	0	0	0	0	0
Csnk2a2	0	0	0.802730146566	0	0	0	0.758952006897	0	0	0	0
Csnk2b	0	0	0	0	0	0	0.862525146087	0	0.88780534534	0	0
Csrnp1	0.851393811668	0.837628125299	0.943739821822	0.916965226554	0.8146565763	0.957486349267	0.914321295143	0.81084395057	0	0.875706485296	0.773139189578
Csrnp2	0	0	0	0	0	0	0.76149056423	0	0	0	0
Csrp1	0	0	0	0	0	0	0	0	0	0	0.838231631382
Cst7	0.75603985056	0	0	0	0	0	0	0	0	0	0
Cstb	0.777152984002	0	0.767458568828	0	0	0.933844237954	0	0	0	0	0
Cstf1	0	0	0	0	0	0	0	0.798907941374	0	0	0
Cstf2t	0	0	0	0	0	0	0	0	0.871788485487	0	0
Ctbp1	0	0	0	0	0	0	0.974489893668	0	0	0	0
Ctcf	0.781549956892	0.935309895584	0	0	0.889864929591	0	0.775811859374	0	0	0	0.826036976722
Ctcfl	0	0.789347638663	0	0	0	0	0	0	0	0	0.856614618258
Ctdnep1	0.750378388735	0.924398888782	0	0.969211610308	0	0	0	0.825998658875	0.913334610595	0	0
Ctdsp1	0.765341507807	0.932033719705	0.951738672287	0.967707634831	0.908803525242	0.869604368235	0	0	0.753051058531	0.758281444583	0
Ctf1	0	0	0	0	0	0	0	0	0	0	0.774231248204
Ctif	0.995344381646	0.97883896925	0.963166970016	0	0.957016955647	0.98979787336	0	0	0	0	0.966835903822
Ctla2a	0	0.86741067152	0	0	0	0	0	0	0	0	0
Ctla2b	0.855455503401	0.846881885238	0	0	0	0.812089280582	0	0	0	0	0
Ctla4	0.989989462592	0.992939936776	0.987316792796	0.968636842609	0.978494108631	0.942475332886	0.992307692308	0.972468627263	0.931880448319	0.987843663186	0
Ctnnb1	0.910173388256	0.917022703324	0	0	0	0.877517003544	0.962812529936	0	0	0	0
Ctsa	0	0.781904396973	0	0	0	0	0	0	0	0	0
Ctsb	0.781281731967	0	0.907979691541	0.795928728805	0	0.855254334706	0.836507328288	0	0	0	0
Ctsc	0.843720662899	0.868205766836	0.888868665581	0	0	0	0	0	0	0	0
Ctsf	0	0.781291311428	0	0	0	0	0	0	0	0	0
Ctsk	0.85216974806	0.82895871252	0.794204425711	0	0	0.791119839065	0	0	0	0	0
Ctss	0.75557045694	0	0	0	0	0	0	0	0	0	0
Ctsw	0	0	0	0.887757448031	0	0	0	0	0.827502634352	0	0
Ctsz	0	0	0	0	0	0.829648433758	0	0	0	0	0
Cttn	0.808928058243	0	0	0	0	0.907931794233	0	0	0	0	0
Cttnbp2nl	0	0	0	0	0	0.832656384711	0	0	0	0	0
Ctu1	0.886895296484	0.784931506849	0	0	0	0.882460005748	0	0	0	0	0
Ctu2	0	0.767698055369	0	0	0.891052782834	0	0.8291886196	0	0.762946642399	0	0
Ctxn1	0	0	0	0.763176549478	0	0	0	0	0	0	0.76201743462
Cubn	0.988006514034	0.976175878916	0.948673244564	0	0	0.986033144937	0	0	0	0	0
Cuedc1	0.969719321774	0.99103362391	0.957285180573	0.94871156241	0.950225117348	0.954583772392	0	0	0	0	0
Cuedc2	0	0	0	0	0	0	0	0.802567295718	0	0	0
Cul1	0.768972123767	0	0	0	0	0	0	0	0	0	0
Cul3	0.890478015136	0.820471309512	0	0	0	0	0	0	0	0	0
Cul4a	0	0	0	0	0	0	0	0.783523325989	0	0	0
Cul5	0.804674777278	0.779480793179	0	0	0.967180764441	0	0	0	0	0	0
Cul7	0	0	0	0.847878149248	0	0	0	0.869920490468	0.923421783696	0	0
Cul9	0.781406264968	0	0	0	0	0	0.795200689721	0	0	0	0
Cuta	0	0	0	0.778982661174	0	0	0	0	0	0	0
Cutc	0.902385285947	0.91037455695	0.838356164384	0	0	0.86260178178	0	0	0	0	0
Cux1	0.982517482517	0.954420921544	0.951614139285	0	0	0.986540856404	0	0	0	0	0
Cux2	0	0	0	0	0	0	0	0	0	0	0.887862822109
Cwc15	0	0.81389021937	0.797585975668	0	0	0	0	0	0.840463645943	0	0
Cwc25	0	0	0	0	0	0.792336430693	0	0.833901714724	0	0	0
Cwc27	0.842714819427	0	0	0	0	0.808362870007	0	0	0	0	0
Cwf19l1	0	0	0	0	0	0	0	0	0.773991761663	0	0
Cx3cr1	0.850771146662	0.772324935339	0.751183063512	0	0	0.784442954306	0	0	0	0	0
Cxcl10	0.909675256251	0.948577449947	0.948855254335	0	0	0.800775936392	0	0	0	0	0
Cxcl11	0.823029025769	0.835482325893	0.895574288725	0	0	0	0	0	0	0	0
Cxcl17	0.805297442284	0	0	0	0	0.893993677555	0	0	0	0	0
Cxcr1	0	0.809675256251	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	0	0	0.925347255484	0	0	0	0	0
Cxcr3	0	0	0	0	0.802557716256	0.876951815308	0	0	0	0	0
Cxcr4	0	0	0	0	0	0	0	0.761107385765	0	0	0
Cxcr5	0.975878915605	0.969192451384	0.977210460772	0.903975476578	0	0.971252035636	0	0	0	0	0
Cxcr6	0	0	0	0	0	0.881693648817	0	0	0	0	0
Cyb561d1	0.757294760034	0.799837149152	0	0.850886100201	0	0	0.835434428585	0	0	0.753194750455	0
Cyb561d2	0	0	0	0	0.754765782163	0	0	0.842695660504	0.777402050005	0	0
Cyb5b	0	0	0	0	0	0	0.83106619408	0	0	0	0
Cyb5d2	0.896608870581	0.763827952869	0	0	0	0	0	0	0	0	0
Cyb5r3	0.951767410672	0.852677459527	0.912491617971	0.88511351662	0.841546125108	0.955886579174	0.887996934572	0.901733882556	0.921180189673	0.905182488744	0
Cybb	0.832052878628	0	0	0	0	0	0	0	0	0	0
Cyc1	0	0	0	0	0	0	0.943653606667	0	0.89109110068	0	0
Cycs	0.813497461443	0.897020787432	0	0	0	0.776041766453	0	0	0	0	0
Cyct	0	0	0	0.794108631095	0	0	0	0	0	0	0
Cyfip2	0.850397547658	0.904559823738	0.906839735607	0.851844046365	0.791081521219	0	0.998400229907	0	0	0	0
Cygb	0	0	0	0	0	0	0	0	0	0	0.829514321295
Cyld	0.936651020213	0.954555034007	0	0.769757639621	0	0.785103937159	0	0	0	0	0
Cyp11a1	0.94331832551	0.908152121851	0	0.773733116199	0	0.983944822301	0	0	0	0	0
Cyp1a1	0.851489606284	0.814081808602	0	0	0	0	0	0	0	0	0
Cyp2t4	0	0	0	0	0	0	0	0	0	0.787537120414	0
Cyp2w1	0	0	0	0	0	0	0	0	0	0	0.880553692882
Cyp4f16	0.837005460293	0	0	0	0	0	0	0	0	0	0
Cyp4f39	0.828537216208	0	0	0	0	0	0	0	0	0	0
Cyp51	0	0	0	0	0	0	0.929408947217	0	0	0	0
Cyth1	0.986914455408	0.990113995593	0.992719609158	0.964728422263	0.971654373024	0.990046939362	0	0	0	0	0
Cyth2	0	0	0	0	0	0	0	0	0	0	0.856834945876
Cyth3	0.952782833605	0.751844046365	0.756375131718	0	0	0	0	0	0	0	0
Cyth4	0.968895488074	0.98265159498	0.980467477728	0.980045981416	0.972171663952	0.989395535971	0.949449180956	0	0.752006897212	0	0
Cytip	0.995162371875	0.996647188428	0.99712616151	0.990842034678	0.989318900278	0.993399750934	0.985506274547	0.912501197433	0.969623527158	0.843471596896	0
D030025P21Rik	0	0	0	0	0	0	0	0	0	0	0.86494874988
D030040B21Rik	0	0	0	0.885008142542	0	0	0	0	0.773426573427	0.752294281061	0
D030047H15Rik	0.826075294568	0	0	0	0	0	0	0	0	0	0
D11Wsu47e	0	0.840616917329	0	0	0	0	0	0	0	0	0
D130009I18Rik	0	0	0	0	0	0	0	0	0	0	0.80802758885
D130017N08Rik	0	0	0	0	0	0	0	0	0.860676309991	0	0
D130020L05Rik	0	0	0	0	0	0	0.752083532905	0.802998371492	0	0	0
D16Ertd472e	0.974758118594	0.976654851997	0.96365552256	0.888389692499	0.960245234218	0.977641536546	0	0.858568828432	0.759153175592	0.896886674969	0
D17H6S53E	0	0.837848452917	0	0.869479835233	0	0	0.936191206054	0	0.970227033241	0	0
D17Wsu92e	0.917836957563	0.855666251557	0.921774116295	0.822530893764	0	0.911945588658	0.858789156049	0	0	0	0
D19Bwg1357e	0	0	0	0	0	0	0	0	0.757237283265	0	0
D230025D16Rik	0.913315451672	0.789021936967	0	0	0.755589615864	0	0.816160551777	0	0	0	0.86652936105
D2Wsu81e	0	0	0	0	0	0	0	0.870523996551	0	0	0
D330041H03Rik	0	0	0	0	0	0	0.943212951432	0	0	0	0
D330050I16Rik	0	0	0	0	0	0	0	0	0.870485678705	0	0
D430041D05Rik	0.931343998467	0.880122617109	0.863569307405	0	0	0.878130089089	0	0	0	0	0
D4Ertd617e	0	0	0	0	0	0	0	0	0.846527445158	0	0
D5Ertd579e	0.875773541527	0.922492575917	0	0	0.904674777278	0.826659641728	0	0	0	0	0
D5Ertd605e	0	0.777421208928	0	0	0	0	0	0.801705144171	0.782086406744	0	0
D630003M21Rik	0.796168215346	0.774652744516	0.933700546029	0.773225404732	0	0.827272727273	0	0	0	0	0
D730005E14Rik	0.824638375323	0.9138327426	0.917712424562	0.955532139094	0.852993581761	0	0.884672861385	0	0.880534533959	0.80738576492	0.788408851423
D830031N03Rik	0.930117827378	0.963205287863	0.953673723537	0	0.77203755149	0.930865025386	0	0	0	0	0
D830046C22Rik	0	0.917894434333	0.907002586455	0.963607625251	0.899224063608	0	0	0.869585209311	0	0	0
D8Ertd738e	0.809502825941	0	0.773723536737	0	0	0	0.878858128173	0	0	0	0
D8Ertd82e	0	0	0	0	0	0.791886195996	0	0	0	0	0
D930015E06Rik	0.951412970591	0.903889261424	0.77720088131	0	0	0.958549669509	0	0	0	0	0
Daam1	0.922636267842	0.875055081904	0	0	0	0.891771242456	0	0	0	0	0
Dab2	0.961059488457	0.936967142447	0.945052208066	0	0.941047993103	0.967736373216	0	0	0	0	0
Dact3	0	0	0	0	0	0	0	0	0	0	0.780371683111
Dad1	0.920480888974	0.972985918191	0.968004598142	0.978187565859	0.96060925376	0.923086502539	0.842504071271	0.928201935051	0.958367659738	0	0
Dagla	0	0	0	0	0	0	0	0	0	0	0.943184213047
Daglb	0.816783216783	0	0	0.868531468531	0	0.775926812913	0	0	0	0	0
Dak	0	0	0	0	0	0	0.937992144841	0	0	0	0
Dalrd3	0	0.907462400613	0	0.937934668072	0	0	0.982009771051	0.919101446499	0.964555991953	0	0
Dand5	0	0.902241594022	0.816639524859	0	0	0	0.967506466137	0.82016476674	0.802912156337	0	0.767966280295
Dap	0.946929782546	0.844352907367	0.853817415461	0	0	0.951805728518	0	0.817626209407	0	0	0
Dap3	0.79911868953	0.78663665102	0	0	0	0	0	0.869652265543	0.758338921353	0	0
Dapk1	0.923900756777	0.910872688955	0	0	0	0.762908324552	0	0	0	0	0
Dapk2	0	0	0.785535012932	0	0	0	0	0	0	0	0
Dapk3	0	0.880084299262	0.941546125108	0.898103266596	0.826927866654	0	0.937637704761	0.934629753808	0.92602739726	0.810911006801	0.772267458569
Dapl1	0.813669891752	0	0.841574863493	0	0	0.918057285181	0	0	0	0	0
Dapp1	0.986186416323	0.992738768081	0.970150397548	0	0	0.989405115433	0	0	0	0	0
Dars	0	0	0.913344190057	0	0	0	0	0.88669412779	0.756528403104	0	0
Dars2	0	0.900632244468	0.943701503975	0.914158444295	0.885994827091	0	0.898141584443	0	0.950129322732	0.943778139669	0.801264488936
Daxx	0.926745856883	0.985458377239	0.931487690392	0	0	0	0	0.820959862056	0	0	0
Dazap1	0	0	0	0.828824600057	0	0	0.923440942619	0.833872976339	0	0	0
Dazap2	0	0.81172526104	0	0.894376856021	0	0	0	0.75715106811	0	0	0.813028067823
Dbf4	0.767611840215	0.771079605326	0	0	0	0	0	0	0	0	0
Dbn1	0	0	0.902040425328	0	0.899865887537	0	0.924427627167	0	0	0	0.776080084299
Dbndd2	0	0	0	0	0	0	0.855034007089	0	0	0	0
Dbnl	0	0	0	0	0	0	0.769384040617	0.808669412779	0.782335472746	0	0
Dbp	0	0.88487403008	0	0	0.911629466424	0	0.914934380688	0.957342657343	0.778743174634	0	0
Dbt	0	0	0.779078455791	0	0	0	0	0	0	0	0
Dcaf10	0	0	0	0	0.837944247533	0	0	0.756902002107	0	0	0
Dcaf12	0	0	0.771644793563	0	0	0	0	0	0	0	0
Dcaf5	0.845234217837	0.804646038893	0	0	0	0	0	0	0	0	0
Dcaf7	0	0	0	0	0	0	0.86834945876	0.763962065332	0.896733403583	0	0
Dcaf8	0	0	0	0	0	0.786732445637	0	0	0	0	0
Dcdc2b	0	0	0.824054028164	0	0	0	0	0.776060925376	0.912692786665	0	0
Dclk2	0.967611840215	0.964881693649	0	0	0	0.926860810422	0	0	0	0	0
Dclk3	0	0	0	0	0	0	0	0	0	0	0.776472842226
Dclre1b	0.928163617205	0.909895583868	0	0	0.873244563656	0.796829198199	0.752016476674	0	0.874815595364	0	0
Dclre1c	0	0	0	0	0	0.761912060542	0	0	0	0	0
Dcp1a	0	0	0	0	0	0	0	0	0.897777564901	0	0
Dcps	0.972238720184	0.946766931698	0	0.865178656959	0.785075198774	0.943835616438	0	0	0	0	0
Dctn1	0	0	0	0	0	0	0	0.825778331258	0	0	0
Dctn2	0	0	0	0.883341316218	0	0	0	0	0.800287383849	0	0
Dctn5	0	0	0	0	0	0	0	0	0.788360954114	0	0
Dctpp1	0	0	0	0	0	0	0	0.899952102692	0	0	0
Dcun1d2	0	0.767927962449	0	0	0	0	0	0	0	0	0
Dcun1d3	0.974920969442	0.981588274739	0.9177028451	0.888772870965	0.881808602357	0.859766261136	0	0	0	0	0
Dcun1d5	0	0	0	0	0	0	0	0	0.779528690488	0	0
Dda1	0	0.842801034582	0.772190822876	0.855896158636	0.837858032379	0	0.888121467574	0	0.8792508861	0	0
Ddah2	0.821410096753	0.87966280295	0	0.955963214867	0.841536545646	0.859488456749	0.964230290258	0	0.875716064757	0.91330587221	0
Ddb1	0	0	0	0	0	0	0.999022894913	0	0	0	0
Ddb2	0	0	0	0	0	0	0	0	0.845636555226	0	0
Ddc	0.860159019063	0.876549477919	0.817894434333	0	0.781981032666	0.850474183351	0	0	0	0	0
Ddhd2	0	0	0	0	0	0	0	0.812185075199	0	0	0
Ddit3	0.80644697768	0	0	0.902337388639	0	0.771070025865	0.964172813488	0	0	0	0
Ddit4	0.924360570936	0.866902960054	0.976357888687	0	0.929265255293	0.764584730338	0.844458281445	0.95087652074	0	0	0
Ddo	0	0	0	0	0	0	0	0	0	0	0.790487594597
Ddost	0	0	0	0	0.758837053358	0	0.904598141584	0	0.782028929974	0	0.966855062745
Ddr1	0.827952869049	0.919465466041	0.881329629275	0.890353482134	0	0.962553884472	0	0	0	0	0
Ddrgk1	0	0	0	0.818718268033	0	0	0	0	0.923383465849	0	0
Ddt	0	0	0	0	0	0	0	0.904789730817	0	0	0
Ddx11	0.750186799502	0.824274355781	0	0	0	0	0	0	0	0	0
Ddx17	0	0	0	0	0	0	0.989021936967	0	0	0	0
Ddx18	0	0	0	0	0	0	0	0	0.834984193888	0	0
Ddx19a	0	0	0	0	0	0.860973273302	0	0	0	0	0
Ddx19b	0	0	0	0.795689242265	0	0	0	0	0.824705431555	0	0
Ddx20	0	0	0	0	0	0	0.815930644698	0	0	0	0
Ddx21	0	0	0	0	0	0	0.97244946834	0	0.876999712616	0	0
Ddx24	0	0	0	0	0	0	0	0	0.775514896063	0	0
Ddx28	0.971951336335	0.949487498803	0.940569020021	0.90011495354	0.851211801897	0.961739630233	0	0	0	0	0
Ddx39	0	0	0	0	0	0	0.905556087748	0	0	0	0
Ddx39b	0.944218794904	0.973072133346	0.952236804292	0.925366414408	0.948280486637	0.873723536737	0.984031037456	0.966778427052	0.953989845771	0.83142063416	0
Ddx3x	0	0	0	0	0	0	0.931439793084	0	0	0	0
Ddx4	0.801446498707	0	0	0	0	0	0.793045310854	0	0	0	0
Ddx42	0	0.827531372737	0	0	0	0	0	0.796944151739	0.852514608679	0	0
Ddx46	0	0	0	0	0	0	0	0	0.753031899607	0	0
Ddx47	0	0	0	0	0	0	0	0	0	0	0.828173196666
Ddx49	0	0	0	0	0	0	0.856825366414	0.815671999234	0	0	0
Ddx5	0.851441708976	0.887326372258	0.915470830539	0.935530223201	0.892662132388	0	0.983111409139	0.911715681579	0.907357026535	0.940070888016	0
Ddx51	0	0	0	0	0	0	0.846010154229	0	0	0	0
Ddx54	0	0	0	0	0	0	0.844132579749	0	0	0	0
Ddx55	0	0	0	0.821304722675	0	0	0.927818756586	0.807491138998	0.923306830156	0	0
Ddx56	0	0	0	0	0	0	0	0	0.787949037264	0	0
Ddx59	0.783485008143	0	0	0	0	0	0	0	0	0	0
Ddx6	0	0	0	0	0	0	0.831640961778	0	0	0	0
Deaf1	0	0	0	0	0	0	0	0	0	0.814867324456	0
Deb1	0.81189769135	0.830002873838	0.839151259699	0.866634735128	0	0	0	0.849803621036	0	0	0
Dedd	0	0	0	0	0	0	0	0	0.821390937829	0	0
Dedd2	0	0	0	0	0	0	0	0.859689625443	0	0	0
Def6	0.953501293227	0.966079126353	0.923843280008	0.951844046365	0.8507615672	0.893351853626	0.89208736469	0.967228661749	0	0	0.956902002107
Defb45	0	0	0	0	0	0.758817894434	0	0	0	0	0
Defb7	0	0	0	0	0	0	0.85474662324	0	0	0	0
Dek	0	0	0	0	0	0	0.879691541335	0	0	0	0
Dennd1a	0.917214292557	0.785803237858	0	0	0	0.887355110643	0	0	0	0	0
Dennd1b	0.975677746911	0.972756011112	0	0	0	0.930702174538	0	0	0	0.802155378868	0
Dennd2c	0.868598524763	0.80340070888	0	0	0	0	0	0	0	0	0
Dennd2d	0.943423699588	0.769326563847	0	0	0.824810805633	0	0	0	0	0	0
Dennd3	0.793917041862	0	0	0	0	0	0	0	0	0	0
Dennd4b	0	0.793533863397	0	0.863281923556	0	0	0.939898457707	0.804483188045	0	0.758990324744	0
Dennd4c	0	0	0	0	0	0	0.913938116678	0	0	0	0
Dennd5a	0.927502634352	0.966634735128	0.91289395536	0	0	0.845962256921	0	0	0	0	0
Denr	0	0	0	0	0	0.809062170706	0	0	0	0	0
Depdc1b	0.835376951815	0.875457419293	0	0	0	0.76500622665	0	0	0	0	0
Depdc5	0.882067247821	0.901321965706	0	0.850981894818	0.81142829773	0.896905833892	0	0	0	0	0
Dera	0	0	0	0	0	0.859814158444	0	0	0	0	0
Derl2	0	0	0	0	0	0	0	0	0.856940319954	0	0
Det1	0	0	0	0	0	0	0	0.867918382987	0	0	0
Dffb	0	0	0.776482421688	0.818593735032	0	0	0	0.804032953348	0.875993869145	0.784126832072	0
Dgat1	0	0	0.793035731392	0.872574001341	0.925155666252	0	0.902672669796	0.943758980745	0	0	0
Dgat2	0	0	0	0	0	0	0	0	0	0	0.926592585497
Dgcr14	0.835223680429	0.853510872689	0	0	0	0	0	0	0	0	0
Dgcr8	0	0	0	0.808602356548	0	0	0.884308841843	0.874135453588	0.803314493725	0	0
Dgka	0.926784174729	0.94783025194	0	0	0	0.93095124054	0.79701120797	0	0.82854679567	0	0
Dgkd	0.805910527828	0	0	0	0	0.941230002874	0	0	0	0	0
Dgkg	0.987431746336	0.994281061404	0.990458856212	0.81477152984	0.976156719992	0.984299262381	0	0	0	0	0
Dgkh	0	0.82022224351	0	0	0	0	0	0	0	0	0
Dgkz	0.858587987355	0.872296196954	0	0	0	0.885899032474	0.939400325702	0.890842034678	0	0	0.928977871444
Dguok	0	0	0	0	0	0.79712616151	0	0	0.834543538653	0	0
Dhcr24	0	0	0	0	0	0	0.948730721333	0	0	0	0
Dhdds	0	0	0	0	0	0	0	0	0	0.823536737235	0
Dhodh	0	0	0	0	0	0	0	0	0	0	0.796723824121
Dhps	0	0.82174537791	0	0	0	0	0	0	0.904646038893	0	0.769451096848
Dhrs11	0.826190248108	0	0.798601398601	0	0	0.851604559824	0	0.873062553884	0.82520356356	0	0
Dhrs13	0.794530127407	0.909713574097	0	0.812165916276	0	0.800478973082	0.791368905068	0	0	0	0.81471405307
Dhrs3	0	0	0	0	0	0.812300028738	0	0	0	0	0
Dhrs4	0	0	0	0	0	0	0	0	0	0	0.855350129323
