	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
Cyb5r3	0	0	0	0	0	0	0	1.84508892735	0	0	1.83545469277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cycs	0	0	-1.65282132043	0	0	-1.70076883325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip1	0	0	0	0	0	-1.44450646688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip2	0	1.88464928127	0	1.84321255714	0	1.44931404114	0	0	0	0	1.40917322885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyld	0	0	-1.32783126304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11a1	0	1.90106181624	0	1.75963429964	-1.47048216581	1.9825930579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2s1	1.58380070738	1.3244672794	0	1.25293709684	0	1.3473920267	0	1.52252435266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp51	-1.52196305812	-1.45646283986	-1.21410780605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyr61	0	0	0	0	0	-1.19589921826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr1	1.60694543082	1.66976010042	1.65519143054	1.31660814406	1.73032522335	1.53242844133	0	1.59132429549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysltr2	0	0	-1.42934667645	0	0	1.66078125262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth1	1.97301366803	0	0	0	1.93120045571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth3	0	-1.68790269161	-1.73638624831	0	-1.02469891391	-1.28776307226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyth4	0	1.90028006641	0	1.97621024231	0	0	0	0	0	0	1.51545467046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytip	1.90885178463	1.9293430974	0	1.90986101534	-1.96415975479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D030028A08Rik	0	0	0	0	0	-1.36378186993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D10Jhu81e	0	0	0	0	0	0	0	1.4736694604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Ertd472e	1.96099939562	0	0	1.85419521924	0	1.957989293	0	0	0	0	1.80089418286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1Ertd622e	-1.43408642997	0	0	0	0	-1.26933129797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D430020J02Rik	-1.23200274913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D730005E14Rik	0	0	0	0	0	0	1.84876500522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D8Ertd82e	0	-1.52602827049	0	1.07608166666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930015E06Rik	0	0	-1.7513915203	0	0	-1.93329089422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dad1	0	0	0	0	0	0	0	1.88809241631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dag1	0	0	0	0	0	0	0	1.6591736675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalrd3	0	0	0	0	0	0	0	1.81399530716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap	1.83757462582	0	0	1.14864428905	0	1.94247683219	0	1.76970314805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dap3	0	0	0	0	0	0	0	1.79011772021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dapl1	0	0	0	0	-1.43796247285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dars2	0	0	-1.86215713725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dazap1	0	0	0	0	0	0	0	1.68578589516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbnl	0	0	0	0	0	0	0	1.76343696527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf11	0	0	-1.42716894664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf5	0	0	0	0	0	0	0	0	0	0	1.34043711877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcakd	-1.42064154922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk1	1.30792746855	1.45956525101	-1.08611773098	1.10596415461	-1.57080362475	-1.39703942877	0	0	0	0	1.21437080491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1b	0	0	0	0	0	-1.73402047692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcp2	-1.03906417041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctn4	1.02959458775	1.36197668423	0	1.52265789536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dctpp1	-1.36924262187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcun1d2	0	0	0	0	0	-1.13702703596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddb2	0	0	0	0	0	1.09627706302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddit3	1.73335268566	1.69342837405	0	1.87838877291	0	1.7367076583	0	-1.53517472987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddit4	0	1.84827530227	0	1.72750046198	0	0	0	1.94408756388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddr1	-1.82709815027	1.90476825696	1.86526343587	1.88257437938	0	1.9538147707	0	0	0	-1.34188813468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddrgk1	0	0	-1.03979185979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddt	0	0	0	1.66775026026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx11	0	1.73290110952	-1.57566912597	0	0	-1.57526849424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx21	0	0	0	0	0	-1.22699425199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx3x	-1.16557191349	0	0	0	0	-1.36164134925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx56	0	0	0	0	0	-1.02256685997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx58	0	-1.34264122073	0	0	-1.05173638826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Decr1	0	0	0	0	-1.15299950376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dedd2	0	0	0	0	0	0	0	0	0	-1.33155625608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Def6	0	0	0	0	0	0	0	1.85584155345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Def8	0	0	0	0	0	0	0	0	0	0	0	1.50493794605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs1	0	0	0	0	0	-1.2630152759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Degs2	0	0	0	0	0	0	1.35712300539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd1b	0	-1.84819779061	0	0	-1.04234912617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd1c	0	0	0	0	0	1.06996494128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd3	1.77872045485	1.30428331093	0	1.28111772365	0	1.13115072126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4a	0	0	-1.01898691651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4b	0	0	0	0	0	0	0	1.66846727683	0	0	1.67404011186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd4c	0	0	0	1.07379359536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd5a	1.80115571306	1.9323111124	0	1.6826573341	0	0	0	0	0	0	0	1.28543949004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Depdc1b	0	0	1.33132914102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derl1	0	1.39247446634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dffb	0	0	0	0	0	0	0	0	0	0	-1.73049453943	-1.51601520322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgat1	1.71177274571	1.67176347618	0	1.86706792916	0	1.48395666354	0	1.93616068724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr8	-1.50556051546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgka	-1.81732773393	0	0	0	-1.67667015856	1.84272063126	0	1.59564664533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgke	0	0	0	0	0	-1.17065773388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkh	-1.61938298309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkz	0	0	0	-1.14504402705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dguok	0	0	0	0	-1.28163625503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhcr24	-1.04113625238	0	0	0	0	-1.11138594046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhcr7	-1.38014454188	0	0	0	0	-1.41927015967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhdh	1.00678417973	0	-1.09551251846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs1	1.24311157345	1.59722273155	0	1.26301289265	0	1.2134602545	0	1.39973815786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs13	0	1.83850055928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs3	0	-1.17533638201	0	0	0	-1.80136696947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs4	-1.16025229316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs7	0	1.04400316	0	0	-1.12648326402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx15	0	0	0	0	0	-1.4301487867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx16	0	0	0	0	0	0	0	0	0	0	1.6017392695	1.48678330909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx33	0	0	0	0	0	-1.17708631676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx37	0	0	0	0	0	-1.43231201465	0	0	0	0	1.84414439583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx38	0	0	0	0	0	0	0	0	0	-1.78148491063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx58	0	0	0	-1.57847632284	0	1.42371540917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dip2c	0	0	0	1.07724755459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dixdc1	1.73287536149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlg2	1.9120665695	0	0	1.07130904001	0	0	0	0	0	0	1.34834475319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlg3	0	1.09927063548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlg4	0	0	0	0	0	1.23478419021	0	1.62638215497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlgap5	0	1.02862474014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmwd	0	1.17093077844	0	0	0	0	0	0	0	0	0	1.84680538341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmxl2	0	0	-1.02611399417	0	0	-1.05230575255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dna2	-1.02027019155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja1	0	0	0	0	0	-1.08965452813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja4	1.53409151883	1.44954931915	0	1.12677250785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb1	0	0	0	0	0	0	0	1.77805621557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb14	0	0	0	1.80464984067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb4	0	0	-1.28484689468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb5	0	1.78326126788	0	1.78314664607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc10	-1.54505521875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc11	0	0	0	0	0	-1.23444078526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc15	0	0	-1.33231203244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc16	0	0	0	0	0	0	0	1.57254238226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc19	0	0	-1.14695575277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc27	-1.04358585312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc5	0	0	0	0	0	0	0	1.79668986561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3a	-1.87386889163	-1.91905998888	-1.79111157457	-1.57548185494	0	0	0	0	0	0	1.67502682252	1.27661861785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3b	0	0	0	0	0	0	0	0	0	0	1.45881553175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	0	-1.91935157178	-1.97791382551	-1.5866066479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock11	0	1.1114385343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock5	1.248144115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock8	0	0	-1.74005190591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock9	0	1.38816355685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dohh	0	0	0	0	0	-1.6767214905	0	0	0	0	1.62411649288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok1	0	1.27482147095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok2	0	0	0	1.53612732183	0	1.86662864666	0	1.68619439417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dos	0	0	0	0	0	0	0	0	0	0	0	1.7314225374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dot1l	0	0	0	0	1.91823864753	-1.94295998214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpagt1	0	0	0	0	0	0	0	0	0	0	1.86311153435	1.68731107182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpf1	1.04415967392	1.06313412852	0	0	0	0	0	1.56973928693	0	0	0	1.52145918213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dph2	0	0	0	0	0	-1.04509485186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpm3	0	0	0	0	0	0	0	1.46893364245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp4	-1.91230611992	0	-1.84449192193	0	-1.54350357622	1.91580444443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpp9	0	0	0	0	0	-1.09002070221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	0	1.8910131271	0	1.96532660611	1.97034373381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l4	0	0	0	0	0	0	0	0	0	0	1.67613700636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl2	0	-1.69623377689	-1.27024746453	1.70501293117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dr1	0	0	-1.28445028309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	0	0	0	1.18766848274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dst	1.76607047193	0	0	0	0	1.65260928748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3l	0	0	0	0	-1.2410928947	0	0	1.75828486382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtymk	-1.37349035275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus3l	0	0	0	0	0	0	0	0	0	-1.62984011592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp14	-1.89466109156	0	-1.80053522782	0	0	-1.90430643039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp16	-1.80990213376	1.53790605815	0	1.71932015155	0	0	0	0	0	0	1.54536844041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp2	-1.94823672128	-1.9189221431	-1.94649775589	0	0	-1.93835683427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp22	0	-1.94175009361	0	0	0	1.77632655779	0	1.3499287909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp3	0	1.00010209084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp4	0	0	0	0	0	-1.64467185482	0	0	0	0	1.8661339532	1.550092743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp5	0	0	0	-1.81761095167	0	0	0	1.65465072396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp6	-1.83362074464	-1.88103928407	0	1.64629995091	-1.86716538966	0	0	0	0	-1.85354937659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dut	0	0	0	0	0	0	0	0	0	0	0	-1.52285423588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dvl2	0	0	0	0	0	0	0	0	0	-1.71960641613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynll1	0	0	0	0	0	0	0	1.66561280664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynll2	0	1.13562623074	0	0	0	0	0	0	0	0	1.61409631155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk1b	0	0	0	0	0	1.11706370924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyrk3	-1.89645031202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzip3	0	0	-1.24587460715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130012A19Rik	0	0	0	0	0	-1.09393303499	0	1.72759556378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130308A19Rik	0	1.89860093045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130311K13Rik	0	0	0	0	-1.18663636992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f1	0	0	0	0	0	0	0	1.78307477836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f2	-1.72494507823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f3	0	0	0	0	0	-1.40926915792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f7	-1.11473567173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f8	-1.05483257468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330009J07Rik	1.45865340667	1.28221000274	-1.16654672018	1.18667907813	0	0	0	1.59871013687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eaf1	0	0	0	0	0	0	0	0	0	0	1.59207206025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf1	0	0	0	0	-1.50583699675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebi3	1.89463849468	1.95291732531	-1.93920143039	0	1.81780631573	0	0	0	0	0	0	1.48825819895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ece1	0	0	0	0	0	-1.84607836438	0	0	0	0	1.31864384471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ece2	0	0	0	0	1.08464818945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ech1	0	0	-1.58469830619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecm1	1.68938247846	-1.5526034619	0	0	0	1.8327529077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecsit	0	0	0	0	0	0	0	1.7411267118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem1	1.85606426776	1.90672557725	-1.65394484984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edem2	0	0	0	0	0	1.87608221246	0	1.55492155884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edf1	0	0	0	0	0	0	0	1.47448291666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eea1	0	0	0	0	0	-1.41200159565	0	0	0	0	1.51400288198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efemp2	1.48561459312	1.7251233021	-1.68078397218	1.90984140683	-1.76849861407	0	0	1.81402394484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efhd2	-1.09129714786	0	0	0	0	-1.11829081416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efr3a	0	0	-1.15450354685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egfr	-1.94512417694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln1	0	0	0	1.1855162596	0	0	0	1.76472026399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln2	0	0	0	0	0	0	0	0	0	0	1.69967587361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egln3	0	1.95753632978	1.78420251592	1.59096897272	-1.58362869956	1.88883419467	0	1.96847223839	0	0	1.61691352066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr1	-1.82593522394	-1.91110470847	-1.88496181377	0	0	-1.7469613548	0	0	0	0	1.75248966432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr2	0	0	-1.96790848094	1.84080201135	1.90250360227	-1.95534478378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr3	-1.10610226123	-1.39134955084	-1.25062218524	0	1.64465140528	-1.36185351454	-1.66181724092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehbp1l1	0	0	0	1.65149416819	0	0	0	1.74985567231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd1	1.81625560417	0	-1.95609640196	0	0	-1.71651269185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd2	1.52353908982	1.87868932743	-1.36446690797	1.78638284034	0	-1.75176768926	0	0	0	0	0	1.80025139859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd3	1.78142132948	0	-1.74305502107	0	0	-1.84962258646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehd4	0	0	0	1.91870093189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
