	ARID3A	ARID5B	ARNT	ASCL2	ATF3	BATF3	BHLHE41	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	PKNOX1	PLSCR1	SOX4	TCF4	TCF7L2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF75A
Host_Interactions_of_HIV_factors	1	1	1	1	1	1	1	0.0328965006039	1	0.0636189335541	1	1	1	0.0577515581404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hypoxic_and_oxygen_homeostasis_regulation_of_HIF-1-alpha	1	1	1	1	1	0.0883174182869	1	1	1	1	1	1	0.00416312037587	1	1	1	0.0178717699956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0295576512125	1	0.00535447294784	1	1
ID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00862725007513	0.00152420816719	1	1	1	1	0.00219905763558	1	1
IFN-gamma_pathway	1	1	1	0.00708743668634	1	1	1	1	1	0.0234019076049	1	1	1	1	1	1	1	1	1	0.073570857371	1	1	1	1	0.0156203029084	1	0.0737569191838	1	1	1	1	1	1	0.0110401704906	1	1	1
IGF1_pathway	1	1	1	0.00679035076081	1	1	1	1	1	0.0225275424632	1	1	1	1	1	1	1	1	1	0.0723769729284	1	1	1	1	0.0511697853045	1	1	1	1	1	1	1	1	0.020447977221	1	1	1
IL1-mediated_signaling_events	1	1	1	1	0.0271333827548	1	0.0224210192646	1	1	1	0.0728394776822	1	1	0.0369819859095	0.039934072883	1	1	1	1	1	1	1	0.0246966068913	1	1	1	0.0643949002961	1	1	1	1	1	1	1	1	1	1
IL12-mediated_signaling_events	0.0329664069673	1	1	1	0.000281989221075	1	1	1	1	0.00120582678768	1	0.00201494734535	1	2.78790791564e-05	0.0329664069673	1	1	1	0.00322552077646	1	1	1	1	1	1	1	3.41037358242e-07	1	1	1	1	1	1	8.82291627912e-05	1	1	0.0158325900974
IL12_signaling_mediated_by_STAT4	0.0132312283778	1	1	1	0.00150385153677	1	1	1	1	1	1	0.00819513985255	1	0.000299745790357	1	1	1	1	1	1	1	1	1	1	1	1	0.011077230679	1	1	1	1	1	1	1	1	1	0.00103847208951
IL2-mediated_signaling_events	1	1	1	1	1	1	1	1	1	0.0380587690766	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL23-mediated_signaling_events	1	1	1	0.0107405290914	1	1	1	1	1	0.00166545052464	1	1	1	0.069958917197	0.0738186491135	1	1	1	0.015910533013	1	1	1	1	1	1	1	0.000364573450597	1	1	1	1	1	1	0.0650427511332	1	1	1
IL27-mediated_signaling_events	1	1	1	0.0140371937641	1	1	1	1	1	0.0174677266088	1	1	1	0.00296998966575	1	1	1	1	0.00258065273727	1	1	1	1	1	1	1	0.000193723222089	1	1	1	1	1	1	0.00042341079093	1	1	1
IL2_signaling_events_mediated_by_PI3K	1	1	1	1	1	1	1	1	1	0.0876076411145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0638073608994	1	1	1	1	1	1	1	1	1	1
IL3-mediated_signaling_events	1	1	1	0.00727081680001	1	1	1	1	1	0.0239391761167	1	1	1	1	1	1	1	1	1	0.0742931027179	1	1	1	1	0.0529443323287	1	1	1	1	1	1	1	1	0.0114170711597	1	1	1
IL5-mediated_signaling_events	1	1	1	0.00690791680418	1	1	1	1	1	0.022874150704	1	1	1	1	1	1	1	1	1	0.0728530492114	1	1	1	1	0.0516095010511	1	1	1	1	1	1	1	1	0.0208711254297	1	1	1
IL6-mediated_signaling_events	0.0285551005548	1	1	0.0302399439259	1	1	1	1	1	0.0373605950017	1	1	1	0.00205415374863	1	1	0.0373605950017	1	1	1	1	0.00290622754039	1	1	1	1	0.0100258642801	1	1	1	1	1	1	0.0169480690204	1	1	1
Immune_System	2.22595502419e-06	1	1	0.000130965650888	0.00420386893096	0.0391747412956	1	1	0.0744659233239	1.9743666051e-06	1	0.0105816073836	1	4.98398317061e-08	0.0342077942452	1	0.0218640558782	1	0.0895159743134	0.0371410765631	1	1	1	1	0.0247184844764	1	4.67192950993e-12	1	0.000218668991979	1	1	1	1	5.74941436682e-08	1	1	0.0275555869797
Inflammasomes	1	1	1	1	1	1	1	1	1	1	0.0128531054345	1	1	0.0476722649948	1	1	1	1	1	1	1	1	1	1	1	1	0.0917878972424	1	0.00988994087339	1	1	1	1	1	1	1	1
Initial_triggering_of_complement	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000126987884791	1	1	1	1	1	1	1	1	1	1	1	1	0.000533402425157	1	1	1	1	1	1	1	0.00160492056296	1	1
Innate_Immune_System	0.0482413018685	1	1	1	1	1	1	1	0.0427498891021	0.0144206442916	1	1	1	0.000113888146358	0.0482413018685	1	0.0144206442916	1	1	0.0259343782825	1	1	1	1	1	1	1.29110397368e-05	1	1	1	1	1	0.0771741337154	1	0.0228251891628	1	1
Insulin_Pathway	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
Integrin-linked_kinase_signaling	1	1	1	0.00494941467563	1	1	1	1	1	1	1	1	1	0.0846271910708	0.0908200166119	1	0.0775964423162	1	1	1	1	1	0.0241988340897	1	1	1	0.0358065678736	1	1	1	1	1	1	0.0568854037604	1	1	1
Integrin_family_cell_surface_interactions	1	1	1	0.0137140767851	1	1	1	1	0.0320607900169	0.0190296882377	1	0.0961221167699	1	0.0891142917512	1	1	1	1	1	0.0949236132262	1	1	0.0514508668209	1	0.0727840132811	1	0.0358491498485	1	1	1	1	1	1	0.0258813171115	1	0.0451829357415	1
Integrins_in_angiogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051581020323	1	1	1
Interferon_Signaling	2.73847944321e-10	1	0.0316763968321	1.3833269974e-08	0.0584360173969	1	1	1	1	8.95938365053e-07	1	0.00153350652905	1	6.3902329025e-05	1	1	0.0465435669848	1	1	1	1	1	1	1	1	1	0.0	1	0.000970436457719	1	1	1	1	1.18163711926e-07	1	1	1
Interferon_alpha/beta_signaling	1.29342514477e-09	1	1	2.59283270287e-06	1	1	1	1	1	4.66781999953e-06	1	0.013014237692	1	0.000100851234446	1	1	1	1	1	1	1	1	1	1	1	1	1.82250881053e-11	1	0.000317678694246	1	1	1	1	2.52592993966e-07	1	1	1
Interferon_gamma_signaling	1	1	1	0.00356664623423	0.00573482080396	1	1	1	1	1	1	1	1	1	1	1	0.00447079510953	1	1	1	1	1	1	1	1	1	0.000749988297234	1	1	1	1	1	1	1	1	1	1
Interleukin-1_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0163202782418	1	1	1	1	1	1	1	1	1	1	1	0.0756029347835	1	1	1	1	1	1	0.0620548812573	1	1	1
Interleukin-3,_5_and_GM-CSF_signaling	1	0.000578023188268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Internalization_of_ErbB1	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
Intrinsic_Pathway_for_Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00336308549525	1	1	1	1	1	1	1	1
JNK_signaling_in_the_CD4+_TCR_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0420645838092	1	1	1	1	1	1	1	1	0.0331740815973	1	1	1	1	1	0.0442688302017	1	1	1	1	1	1	1	1
KitReceptor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0378251374011	1	1	1
L1CAM_interactions	1	1	1	1	1	1	1	1	1	1	0.0970813363238	1	1	1	1	0.0608146864825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LKB1_signaling_events	1	1	1	0.0077791813842	1	1	1	1	1	0.0254192343593	1	1	1	1	1	1	1	1	1	0.0762408221736	1	1	1	1	0.0547609347442	1	1	1	1	1	1	1	1	0.0240342379434	1	1	1
Late_Phase_of_HIV_Life_Cycle	1	1	1	1	1	1	1	0.0486993238711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Leukotriene_synthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027076222283	0.00210486424161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Lipid_digestion,_mobilization,_and_transport	1	1	1	1	1	1	1	1	1	1	0.0627832431171	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Loss_of_Nlp_from_mitotic_centrosomes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058817788687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00301945331535	1	1
Loss_of_proteins_required_for_interphase_microtubule_organizationÃÂ from_the_centrosome	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058817788687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00301945331535	1	1
M/G1_Transition	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0636240032964	1	1	1	1	1	1	1	1
M_Phase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039671261814	1	1
Metabolism	1	1	1	1	1	0.0791461661323	1	0.0709693146507	1	1	1	1	0.00173305375598	1	1	0.0590948178366	1	0.016543280762	1	1	1	1	1	0.000162744463081	1	1	1	0.00545873460014	1	1	1	0.0553224735297	0.0945989940289	1	1	1	1
Metabolism_of_amino_acids_and_derivatives	0.0981105587326	1	1	1	1	1	1	1	1	0.00152514200739	1	0.0541198029242	1	0.0382099380206	1	1	1	1	0.0830842420287	1	1	1	1	1	1	1	0.0234875268701	1	0.083962913338	1	1	1	1	1	1	1	1
Metabolism_of_lipids_and_lipoproteins	1	1	1	1	1	1	1	1	1	1	0.022721383932	1	1	1	1	0.00129397607605	1	1	1	1	1	1	1	0.00409735750417	1	1	1	1	1	0.0448838823106	0.0109770456519	1	1	1	1	1	1
Metabolism_of_nucleotides	1	1	1	1	1	1	1	1	1	1	1	1	0.0259340327326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism_of_polyamines	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00310202462704	1	1	1	1	0.000633245956304	1	1	1	1	1	1	1	0.00880657149647	1	1	1	1	1	1	1	1	1	1
Metabolism_of_steroid_hormones_and_vitamins_A_and_D	1	1	0.0134811400373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism_of_vitamins_and_cofactors	1	1	1	1	1	1	1	0.0564646176426	1	1	1	1	1	1	1	0.0427778745666	1	0.00164528086244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism_of_water-soluble_vitamins_and_cofactors	1	1	1	1	1	1	1	0.0564646176426	1	1	1	1	1	1	1	0.0427778745666	1	0.00164528086244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Methionine_salvage_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00782187300739	1	1	1	1	1	1	1	1	1	1	1	1	0.016034028441	1	1	1	1	1	1	1	1	1	1
Mitotic_G1-G1/S_phases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307856400783	1	1	1	1	1	1	1	1
Mitotic_G2-G2/M_phases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0112937294423	1	1
Mitotic_Prophase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0606276822492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00317055876024	1	1
Muscle_contraction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0141327855444	1	1	1	1	1	1	1	1
N-cadherin_signaling_events	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0597172011796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NF-kB_is_activated_and_signals_survival	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0286087002469	1	1	1	1	1	1	1	1	1	1
Nectin_adhesion_pathway	1	1	1	0.00708743668634	1	1	1	1	1	0.0234019076049	1	1	1	1	1	1	1	1	1	0.073570857371	1	1	1	1	0.0522739700733	1	1	1	1	1	1	1	1	0.0215190377072	1	1	1
Negative_regulators_of_RIG-I/MDA5_signaling	1	1	1	1	1	1	1	1	1	0.00855491291317	1	1	1	0.0663669476137	1	1	1	1	1	1	1	1	1	1	1	1	0.022163208329	1	1	1	1	1	1	1	1	1	1
Noncanonical_Wnt_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0285199258208	1	1	1	1	1	1	1
Nucleotide-binding_domain,_leucine_rich_repeat_containing_receptor_(NLR)_signaling_pathways	1	1	1	1	1	1	1	1	1	1	0.0535071263581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0227352389564	1	0.0418539576583	1	1	1	1	1	1	1	1
Nucleotide_Excision_Repair	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0605849926887	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Orc1_removal_from_chromatin	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0406304565898	1	1	1	1	1	1	1	1
Osteopontin-mediated_events	1	1	1	1	1	1	1	1	1	1	0.0392914704059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0635623914506	1	1	1	1	1	1	0.00611360717214	1	1	1
PAR1-mediated_thrombin_signaling_events	1	1	1	0.00733281216067	1	1	1	1	1	0.0241203984225	1	1	1	1	1	1	1	1	1	0.0745348381125	1	1	1	1	0.0531690996484	1	1	1	1	1	1	1	1	0.0224079609128	1	1	1
PDGFR-beta_signaling_pathway	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
PDGF_receptor_signaling_network	1	1	1	0.00702717089634	1	1	1	1	1	0.0232249372539	1	1	1	1	1	1	1	1	1	0.0733310952296	1	1	1	1	0.0520518266394	1	1	1	1	1	1	1	1	0.0213012950163	1	1	1
PERK_regulated_gene_expression	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.42678195147e-07	1	1	1	1	1	1	1	1
Pausing_and_recovery_of_HIV-1_elongation	1	1	1	1	1	1	1	0.0216151581564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pausing_and_recovery_of_Tat-mediated_HIV-1_elongation	1	1	1	1	1	1	1	0.0197805736112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pausing_and_recovery_of_elongation	1	1	1	1	1	1	1	0.0216151581564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Peptide_ligand-binding_receptors	1	1	1	1	0.0250297174984	1	1	1	1	0.0178717699956	1	1	1	1	0.0837587701993	1	1	1	1	1	1	1	1	1	1	1	0.0339758369261	1	1	1	1	1	1	0.0773743918153	1	1	1
Phase_1_-_Functionalization_of_compounds	1	1	1	1	0.0944875320328	0.0621270859968	1	1	1	1	1	1	0.00233802674525	1	1	1	1	1	1	1	1	1	1	0.00107868672495	1	1	1	1	1	1	1	1	0.0202472996166	1	1	1	1
Plasma_membrane_estrogen_receptor_signaling	1	1	1	0.00714813138678	1	1	1	1	1	0.0235799348012	1	1	1	1	1	1	1	1	1	0.0738111125353	1	1	1	1	0.0524967683128	1	1	1	1	1	1	1	1	0.0217385656397	1	1	1
Presenilin_action_in_Notch_and_Wnt_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0504273060249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Prostanoid_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000179386366315	0.00447079510953	1	1	1	1	1	1	0.000941958334045	1	1	1	1	1	1	1	1	1	1	1	1	1
Proteoglycan_syndecan-mediated_signaling_events	1	1	1	0.0110418268555	1	1	1	1	1	0.0346351600732	1	1	1	1	1	1	1	1	1	0.0872546237292	1	1	1	1	0.0652615048961	1	1	1	1	1	1	1	1	0.019638753561	1	1	1
RIG-I/MDA5_mediated_induction_of_IFN-alpha/beta_pathways	1	1	1	1	1	1	1	1	1	0.00248542249564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00105735377842	1	1	1	1	1	1	0.08623316069	1	1	1
RNA_Polymerase_II_Pre-transcription_Events	1	1	1	1	1	1	1	0.0922110319108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNA_Polymerase_II_Transcription_Elongation	1	1	1	1	1	1	1	0.0459530583028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ras_signaling_in_the_CD4+_TCR_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0329295415829	1	1	1	1	1	1	1	1	0.0277831696372	1	1	1	0.0819737965766	1	0.0371819072685	1	1	1	1	1	1	1	1
Recruitment_of_mitotic_centrosome_proteins_and_complexes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.075773782327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00454846498959	1	1
Recycling_pathway_of_L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00763295755613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Regulation_of_APC/C_activators_between_G1/S_and_early_anaphase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0366526077755	1	1	1	1	1	1	1	1
Regulation_of_Apoptosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0341191591472	1	1	1	1	1	1	1	1
Regulation_of_CDC42_activity	1	1	1	0.0158324391292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0654561593227	1	1	1	0.0884138443878	1	1	1	1	1	1	0.0492378154957	1	1	1
Regulation_of_DNA_replication	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0433997859057	1	1	1	1	1	1	1	1
Regulation_of_IFNA_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0813258858253	1	1	1	1	1	1	1	1	1	1
Regulation_of_IFNG_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016034028441	1	1	1	1	1	1	1	1	1	1
Regulation_of_activated_PAK-2p34_by_proteasome_mediated_degradation	1	1	1	1	1	1	1	1	1	0.0852379770911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024944169955	1	1	1	1	1	1	1	1
Regulation_of_cytoplasmic_and_nuclear_SMAD2/3_signaling	1	1	1	1	1	1	0.0373496147701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0665103702146	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Regulation_of_mRNA_Stability_by_Proteins_that_Bind_AU-rich_Elements	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0352133334757	1	1	1	0.07059254571	1	1	1	1	1	1	1	1
Regulation_of_mitotic_cell_cycle	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0379549490141	1	1	1	1	1	1	1	1
Regulation_of_nuclear_SMAD2/3_signaling	1	1	1	1	1	1	0.0373496147701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0665103702146	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Regulation_of_nuclear_beta_catenin_signaling_and_target_gene_transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0953545752538	1	1	1	1	1	1	1
Regulation_of_ornithine_decarboxylase_(ODC)	0.0680567988498	1	1	1	1	1	1	1	1	0.0876076411145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260066772531	1	1	1	1	1	1	1	1
Regulation_of_p38-alpha_and_p38-beta	1	1	1	1	1	1	0.0107849196065	0.0467873108598	1	1	0.0663980577563	1	1	0.0889455492298	1	1	1	1	1	1	1	1	0.0264856831001	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Removal_of_licensing_factors_from_origins	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0433997859057	1	1	1	1	1	1	1	1
Respiratory_electron_transport	1	1	1	1	1	1	1	0.0442361877968	1	1	1	1	1	1	1	0.029856075755	1	1	1	1	0.00866361160612	1	0.00409269529882	0.000129072484495	1	0.0414603612999	1	1.5917232854e-07	1	1	1	0.000614252029337	1	1	0.0568282217572	1	1
Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.	1	1	1	1	1	1	1	0.0686536322544	1	1	1	1	1	1	1	0.00845107331171	1	1	1	1	0.0122632119283	1	0.00775930863709	1.26655653714e-05	1	0.0713413426527	1	1.36225973835e-08	1	1	1	0.00104115444507	1	1	0.0779798910677	1	1
Role_of_Calcineurin-dependent_NFAT_signaling_in_lymphocytes	1	1	1	1	0.0308765967102	1	1	1	1	1	0.0121578056397	1	1	0.0347862105324	0.0961972825857	1	1	1	1	1	1	1	0.0042899000336	1	1	1	1	1	0.0433997859057	1	1	1	1	1	1	1	1
S1P1_pathway	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
SCF(Skp2)-mediated_degradation_of_p27/p21	1	1	1	1	1	1	1	1	1	0.0828887710256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0239058431701	1	1	1	1	1	1	1	1
SCF-beta-TrCP_mediated_degradation_of_Emi1	1	1	1	1	1	1	1	1	1	0.0876076411145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260066772531	1	1	1	1	1	1	1	1
S_Phase	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0291350460821	1	1	1	1	1	1	1	1
Sema4D_in_semaphorin_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0525409168193	1	1	1	1	1	1	1	1	1	1
Signal_Transduction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060495941777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_by_FGFR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0371993308729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_by_GPCR	1	1	1	1	0.0126508925271	1	1	1	1	1	1	1	1	1	0.0213749878566	1	1	1	1	1	1	0.0424766399811	1	1	1	1	0.0918848343445	1	1	1	1	1	1	1	1	1	0.0347370934015
Signaling_by_Interleukins	0.081738453579	0.00579988617253	1	1	1	1	1	1	1	1	1	1	1	1	0.0115820676032	1	1	1	1	1	1	1	1	1	1	1	0.00959739850206	1	1	1	1	1	1	0.0748300567125	1	1	1
Signaling_by_Wnt	1	1	1	1	1	1	1	1	1	0.0924065581357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0282041692064	1	1	1	1	1	1	1	1
Signaling_events_mediated_by_HDAC_Class_I	1	1	1	1	1	1	1	1	1	1	0.0901133770424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0779798910677	1	1
Signaling_events_mediated_by_HDAC_Class_II	1	1	1	1	1	1	1	1	1	1	0.0505346859887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_(c-Met)	1	1	1	0.00714813138678	1	1	1	1	1	0.0235799348012	1	1	1	1	1	1	1	1	1	0.0738111125353	1	1	1	1	0.0524967683128	1	1	1	1	1	1	1	1	0.0217385656397	1	1	1
Signaling_events_mediated_by_PRL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00450623110104	1	1
Signaling_events_mediated_by_PTP1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0164913800954	1	1	1	1	1	1	1	1	1	1
Signaling_events_mediated_by_Stem_cell_factor_receptor_(c-Kit)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0342946875532	1	1	1
Signaling_events_mediated_by_VEGFR1_and_VEGFR2	1	1	1	0.00720925732088	1	1	1	1	1	0.0237590229439	1	1	1	1	1	1	1	1	1	0.0740518609237	1	1	1	1	0.0527202221431	1	1	1	1	1	1	1	1	0.0219598888158	1	1	1
Signaling_events_mediated_by_focal_adhesion_kinase	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
Signaling_events_regulated_by_Ret_tyrosine_kinase	1	1	1	1	1	1	1	1	1	0.0924065581357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_mediated_by_p38-alpha_and_p38-beta	1	1	1	1	1	1	0.00109356696079	0.0677286172902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sphingosine_1-phosphate_(S1P)_pathway	1	1	1	0.00287603766086	1	1	1	1	1	0.0265754439286	1	1	1	1	1	1	1	1	1	0.077722398853	1	1	1	1	0.0561512195878	1	1	1	1	1	1	1	1	0.0255019957915	1	1	1
