	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Cytosolic_DNA-sensing_pathway	1	1	0.00336864327704	1	1	1	1	1	1	0.00677816032637	1	1	1	1	1	1	1	1	1	1	0.00583682216462	1	1	1	1	1	1.71443566277e-06	1	1	1	1	1	1	1	1	0.051900647064	1	1	1	1	1	0.00162047345249	1	1	0.0135731765527	0.000733792452607	0.0116083160159	0.00356571503316	1	1	1	1	1	0.0138369451038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00557846814195	1	1	0.0112683504265	1	0.000359234878775	1	0.03709793925	1	0.0535380616125	0.000358385323754	0.00540072645681	0.00960358620108	0.013132371318	0.0167123105894	1	1	1	1	1	0.000194766449675	0.00047608287257	0.00338700447532	0.00101098881112	0.0250456283129	0.000849793704269	1	1	0.0923960714943	1	1	1	0.0751616013711	1	1	1	1	1	1	0.00676348264947	1	1	1	0.0691642920396	1	1	0.0221239917939	1	0.0472367038724	0.0229201658938	1	1	1	1	1
Dilated_cardiomyopathy	1	0.0477210270763	0.072221275509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00493937072802	1	1	1	1	0.0743803502927	1	0.0493099796219	1	1	1	0.00052565904809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0214291873646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0335472833306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0595283350269	1	1	1	1	1	1	1	1	0.0116792927187	1	1	1	1	1	1	1	1	1	1	1	1
Dorso-ventral_axis_formation	0.0108192342428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Drug_metabolism_-_cytochrome_P450	1	0.00273087918621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ECM-receptor_interaction	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0148925763218	1	1
Endocrine_and_other_factor-regulated_calcium_reabsorption	1	1	1	1	1	1	1	1	1	1	1	0.0809230931608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0475311492068	1	1	1	1	1	1	1	1	1	1	1	0.0889748218898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0829566936133	1	1	1	1	1	1	1	1	1	1	0.0433393421889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0686991812812	0.0364795548039	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1	1	1	1	1	1	1	1	1	0.0405455461363	1	1	1	1	1	1	1	1	1	1	0.0436203324811	1	1	1	1	1	0.0765568782062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400686149907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0999682947245	1	1	0.0590218856246	1	0.084971706487	1	1	1	1	1	1	0.0825064248463	1	0.019353901958	1	1	1	1	1	1	1	1	0.0946939188053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ErbB_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0533095592686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ether_lipid_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0581251936914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fat_digestion_and_absorption	1	1	1	1	1	1	0.0442460485332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fatty_acid_metabolism	1	1	1	1	1	1	0.0408128760406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0880392338568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fc_gamma_R-mediated_phagocytosis	1	1	1	1	1	0.09381604891	1	1	1	1	1	1	1	0.000419214215837	1	1	1	1	1	1	1	1	1	1	1	1	0.0775272230502	0.0844028405716	1	0.0562845079977	0.0939703752528	1	0.09381604891	1	1	0.0400036616977	1	1	1	0.0793735516631	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00726216410996	0.0610738428301	1	0.00269791050628	1	1	0.0528121360939	1	1	1	1	1	1	1	1	0.0123729497525	1	1	1	0.0259823337503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09912319306	1	0.0274000507766	1	1	0.0242390847528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0140125689092	1	1	1	1	1
Focal_adhesion	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0422782828429	1	1	1	1	0.067044822167	1	1	1	1	1	0.0523298919442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0523298919442	1	1	1	1	1	1	1	1	1	1	1	1
Folate_biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0446271215991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fructose_and_mannose_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0857800043285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gap_junction	1	1	1	1	1	1	1	1	1	1	0.020983794732	1	1	1	1	1	1	0.0646024058343	1	1	1	1	0.000350354891945	1	0.0986349409902	1	1	0.0724442871184	1	1	1	1	1	1	1	1	1	1	7.55020453416e-05	0.0636184642562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0543952360834	1	1	1	1	1	1	0.0894389059237	1	1	1	1	1	1	1	1	0.0237480340567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0068014819285	1	1	1	1	1	1	0.0167563452348	1	0.000508660096197	1	1	1	1	1	1	1	1	1	1	1	0.00763118571744
Gastric_acid_secretion	1	1	1	1	0.0479630698213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0327584186646	1	1	1	1	1	1	1	1	0.0749926857882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0389937131527	1	1	1	1	0.0757526444303	1	0.0521289160606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0518645062941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glioma	1	1	1	1	0.0379145421633	0.00621925758845	1	1	1	1	1	1	1	1	1	0.00175884180159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0375440316604	1	1	1	1	1	0.00424663274964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0307334996883	1	1	1	1	1	1	1	1	1	1	1	1	0.0025023522373	1	1	1	1	0.0482001214739	1	1	1	1	0.0617010624689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0131020417451	1	1	1	1	0.0815579787864	1	0.00741418078205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glutathione_metabolism	1	0.000860075053769	1	1	0.0224602326464	1	1	1	1	1	1	0.0809230931608	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00426870581251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0538020797822	0.047808353593	1	1	1	1	1	1	1	1	0.0889748218898	1	1	0.00161906334696	1	1	1	1	1	1	1	1	1	1	1	1	0.0621635333487	1	0.00225576588391	1	1	0.0254843177109	1	0.0121517543076	0.0475311492068	1	1	1	1	1	0.00138758794659	1	1	1	1	0.0371563273753	1	1	1	1	1	1	1	0.00357625031671	1	1	1	0.0180022823087	1	1	0.00228509009286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycerolipid_metabolism	1	1	1	1	1	0.0210795387869	1	1	1	1	0.00750286748452	1	1	0.0484435251935	1	1	1	1	1	1	1	0.0268129165531	1	1	1	1	1	1	1	1	0.0322111061384	1	1	1	1	1	1	1	0.0285676417233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0202621778838	1	1	1	1	0.037153815022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.069922014365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0929331851887	1	1	1	1	1
Glycerophospholipid_metabolism	1	1	1	1	0.0576205188597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0539823460057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycine,_serine_and_threonine_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00085487053053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0699006799347	1	1	1	1	1	1	1	1	0.082455329797	1	1	1	1	0.00653647486721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032313543854	1	1	1	1	1	1	1	1	1	0.0355949047152	1	1	1	1	1	0.0444206708346	0.00388775001953	1	1	1	1	0.0566435163269	1	1	1	0.0113807527194	1	1	1	1	1	1	0.00178615080112	1	1	1	1	1	1	1	0.000182958410969	1	1	1	1	1	1	0.00677800090715	1	1	1
Glycolysis_/_Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0582509308636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0375440316604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glycosphingolipid_biosynthesis_-_ganglio_series	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0560683301241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Glyoxylate_and_dicarboxylate_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0690161992259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0452221861586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0174437394103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GnRH_signaling_pathway	1	1	1	1	0.0829401738535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0680221289854	1	1	1	1	1	0.0709219076807	1	1	1	0.0282337921397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Graft-versus-host_disease	1	1	1	1	1	1	1	0.0794071736563	1	0.0501740560499	1	1	1	1	1	1	1	1	1	1	1	0.0187649812538	1	1	1	1	3.08750836009e-09	1	1	4.02099137733e-05	0.0226101185383	1	1	1	1	1	1	1	1	1	0.00517762988253	1	1	0.00105489591277	0.00041447277957	0.020415218995	0.00419066409876	0.0343786892395	1	1	1	1	1	0.0477832115149	1	1	1	1	1	1.98202842805e-07	0.0342733458773	1	1	1	1	1	0.0120218351267	1	1.29068431054e-06	1	1	0.000313095007065	4.48839301215e-06	0.000484098489205	1	1	1	0.00284598819514	0.0341877737514	3.36303562776e-09	1	0.0740629568041	1	0.00588990340442	2.04311749741e-08	1	1	1	0.054820551469	1	0.00333171624672	0.0243565689961	0.000902845833343	1	1	1	1	1	1	1	1	1	1	0.0859137726267	0.00419066409876	1	1	0.00330016505702	1	1	1	1	1	1	1	1	0.0183743930694	1	1	1	1	1	1
Hematopoietic_cell_lineage	0.00259629567359	1	1	1	0.0652738893788	1	1	1	1	0.00150102296595	1	1	1	1	0.0961445447342	1	1	0.0628745618829	1	1	0.000536812373628	0.0694445944149	1	1	1	1	1.30149696465e-07	1	1	1.33501778937e-05	1	1	0.0176295992758	1	1	0.00671195592503	1	1	1	1	1	1	1	0.000732620169066	0.0424108246087	0.0204745838909	1	1	1	1	1	1	1	1	1	1	0.0604139105816	1	0.0205424142903	2.244789858e-06	1	1	0.0572027328151	1	1	1	0.0458268762219	1	1.68817781138e-05	1	1	0.0436083154403	0.00138870454045	0.0022955155593	1	0.0694445944149	1	2.90093165596e-05	1	4.52121340366e-10	0.0245203886219	1	1	1	0.0155586390165	0.00746564710918	1	0.0653814119776	0.0742629197455	0.0499516439434	0.0582491251168	0.00186780973207	0.00192618135687	1	1	1	0.066178193835	1	1	1	0.0260802364047	1	1	1	1	1	0.0824553297979	0.0132933872387	1	1	1	1	1	1	1	1	0.00571265657004	1	1	1	1	1	1
Hepatitis_C	1	1	1	1	1	1	1	1	0.0704411400952	1	1	0.0225948833942	1	1	1	1	1	1	1	0.0351464221219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0136067426703	1	1	1	9.97475504536e-05	1	1	0.000178318612047	0.000464163983088	0.000535614768914	7.88346572257e-05	1	0.000209764386932	1	1	1	1	1	1	1	1	1	1	1	1	0.0214084881472	1	1	1	1	1	0.0268590832651	1	1	0.000752835921296	1	1	1	1	1	1	0.0161089583529	1	1	0.00101204586649	1	1	1	1	1	1	0.00191805009716	0.00024852744931	0.0431708429866	0.0242353930743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0684531777541	1	1	0.0910199873906	1	1	1	1	1	1	1	1
Histidine_metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00940443786195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Huntington's_disease	1	1	1	1	1	1	1	0.0483472406675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0748782820315	1	1	1	1	1	1	1	1	1	1	1	0.0184405171858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0596922826289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0174579401994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Hypertrophic_cardiomyopathy_(HCM)	1	0.0412208073221	0.0626678846635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00393265632295	1	1	1	1	0.0613252922409	1	0.0403193354086	1	1	1	0.000414088097199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0288889191828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0515372164656	1	1	1	1	1	1	1	1	0.00999503069252	1	1	1	1	1	1	1	1	1	1	1	1
Insulin_signaling_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0113067241923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0734681947181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Intestinal_immune_network_for_IgA_production	1	1	1	1	1	1	0.0460018587278	0.0924992584369	1	0.0623964568286	1	1	1	1	0.00262894249169	1	1	1	1	1	1	0.0221927613437	1	1	0.0650541744635	1	1.28924516019e-06	1	1	6.23151241343e-05	0.0267048550456	1	1	1	1	1	1	1	1	1	0.00616181654016	0.0154656481393	1	0.00136847418185	5.16100562442e-06	0.00554301644226	0.000422212448125	0.00102910399582	1	1	1	1	1	1	1	1	1	1	1	4.48974658607e-06	0.00385913200996	1	1	0.0421946967992	1	1	1	1	2.74825023849e-07	1	1	0.000513240586726	0.000504304838842	0.00579076728123	1	0.0221927613437	1	0.0222166203577	0.0452697611558	1.31039554097e-07	1	0.0912413840447	1	0.00700632950864	3.24073826663e-08	1	1	1	0.0197697329822	0.0216832361735	1	1	0.0119570310352	1	1	1	1	1	1	1	1	1	1	0.0999518346923	1	1	1	1	1	1	1	0.000293771473389	1	1	1	1	0.0232617790568	1	1	1	1	1	1
Jak-STAT_signaling_pathway	0.0839373556752	1	0.0405658974849	1	1	1	1	1	1	0.0105626339398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0334685768736	1	1	1	1	1	0.0320088843971	1	1	0.00511045997149	1	1	1	1	1	0.0414749969483	1	1	1	0.0372417593419	1	0.0454669476827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00793777573743	1	1	1	1	1	1	1	1	0.00944928883952	0.0353614023147	1	1	1	1	1	1	1	1	0.0817735349139	1	1	0.0783322646899	1	0.0743832120901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0226374975804	1	1	1	1	0.0531789530668	1	1	1	1	1	1
Leishmaniasis	1	1	0.0486535565186	1	1	1	1	1	1	0.0125820084232	1	0.0619911335975	1	0.00136076594923	0.0680556587734	1	1	1	1	1	0.0521238264146	0.000391478448691	1	1	0.0134908614089	1	9.39637256892e-11	0.00758756743387	1	2.27894616178e-07	0.0580677423801	1	1	1	1	0.0744131584225	1	1	1	0.00758688235453	0.0140429283346	1	1	1.90085649139e-05	0.00428846028477	1	0.0173610622174	1	0.0715032378955	1	1	1	1	0.00269133669258	0.00335025020347	1	0.00604068860968	0.0173610622174	1	1.73241536672e-07	0.00136076594923	1	1	0.0135032820235	1	1	0.00262534229926	1	3.37444576726e-08	1	1	0.000943581288583	1.99802321577e-07	1.1796968169e-07	1	1	1	0.001232913676	0.000993930477106	5.5825062254e-06	0.0933006830357	0.0813992144554	1	0.0159229423515	2.87234689922e-07	1	1	0.0399534747649	0.0100188412335	0.0813992144554	0.0280186596315	8.70568882563e-05	0.000779190165943	0.010883390687	1	1	0.00146574109352	0.0517244808078	1	1	1	1	1	0.00890524797425	1	1	1	0.00903878373556	0.0715032378955	1	1	0.0895442761709	1	0.00215445022577	0.0292389947611	1	1	0.0337381504114	1	1	1	1	1
Leukocyte_transendothelial_migration	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0102099027161	1	1	1	1	0.00160897572217	1	0.0920789898888	1	1	0.0104211200219	1	1	1	1	1	1	0.0633931006748	1	1	1	1	1	1	1	1	1	1	1	0.0272491561142	1	0.069840012285	1	1	1	1	1	1	1	1	0.0143554131122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0636861308632	1	1	1	0.0393733560759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0938602183203	1	1	1	0.0129320244961	1	1	1	1	0.0192504405455	1	1	1	1	1	1	1	1	1	1	1	1
Long-term_potentiation	1	1	1	1	0.0433855372569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0766795456687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0452120277937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Lysosome	1	1	1	1	0.00239551576194	1	1	0.00191138333932	0.0573202234258	1	1	1	1	1	0.0346085279	1	0.0418587968586	1	1	1	1	1	1	1	1	1	1	1	0.0371175349418	1	0.0274148463253	1	1	1	1	1	0.0205110443067	1	1	1	0.0371175349418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000207122417814	1	1	1	1	1	0.0993556949737	0.0516121581549	1	1	0.0111884793693	1	1	0.00598381759293	1	1	0.0317466695556	1	0.0806744284568	1	1	0.0209344546034	1	1	0.0104976063809	1	1	0.0418587968586	1	1	1	1	1	1	1	0.0368220780631	1	0.0150892957816	1	1	0.00486091127014	1	1	1	1	1	1	0.0119414948937	1	1	0.00044104290204	1	1	1	1	1	0.00865715029138	0.00598381759293	1	1	1	1	1	1	1	1	1
